linea,sentido,servicio,unidad,orden,estacion,dist_km,llegada_min,salida_min
L2,CW->CC,20066,SFE 8,1,Laguna Quiñenco,26.302,887.42,887.75
L2,CW->CC,20066,SFE 8,2,Cristo Redentor,24.203,890.17,890.5
L2,CW->CC,20066,SFE 8,3,Huinca,22.524,892.5,892.83
L2,CW->CC,20066,SFE 8,4,Los Canelos,21.125,894.5,894.83
L2,CW->CC,20066,SFE 8,5,Hito Galvarino,18.048,898.5,898.83
L2,CW->CC,20066,SFE 8,6,Card. Raúl Silva Henriquez,13.151,904.67,905.0
L2,CW->CC,20066,SFE 8,7,LOMAS COLORADAS,10.983,907.58,908.08
L2,CW->CC,20066,SFE 8,8,El Parque,9.614,910.5,910.83
L2,CW->CC,20066,SFE 8,9,Costa Mar,8.339,913.08,913.5
L2,CW->CC,20066,SFE 8,10,Alborada,7.442,915.17,915.5
L2,CW->CC,20066,SFE 8,11,Diagonal Bio Bio,5.569,918.0,918.33
L2,CW->CC,20066,SFE 8,12,Juan Pablo II,3.838,920.75,921.25
L2,CW->CC,20066,SFE 8,13,CONCEPCIÓN,0.0,927.0,927.0
L2,CW->CC,20068,SFE 9,0,CORONEL,28.4,935.0,935.0
L2,CW->CC,20068,SFE 9,1,Laguna Quiñenco,26.302,937.42,937.75
L2,CW->CC,20068,SFE 9,2,Cristo Redentor,24.203,940.17,940.5
L2,CW->CC,20068,SFE 9,3,Huinca,22.524,942.5,942.83
L2,CW->CC,20068,SFE 9,4,Los Canelos,21.125,944.5,944.83
L2,CW->CC,20068,SFE 9,5,Hito Galvarino,18.048,948.5,948.83
L2,CW->CC,20068,SFE 9,6,Card. Raúl Silva Henriquez,13.151,954.67,955.0
L2,CW->CC,20068,SFE 9,7,LOMAS COLORADAS,10.983,957.58,958.08
L2,CW->CC,20068,SFE 9,8,El Parque,9.614,960.5,960.83
L2,CW->CC,20068,SFE 9,9,Costa Mar,8.339,963.08,963.5
L2,CW->CC,20068,SFE 9,10,Alborada,7.442,965.17,965.5
L2,CW->CC,20068,SFE 9,11,Diagonal Bio Bio,5.569,968.0,968.33
L2,CW->CC,20068,SFE 9,12,Juan Pablo II,3.838,970.75,971.25
L2,CW->CC,20068,SFE 9,13,CONCEPCIÓN,0.0,977.0,977.0
L2,CW->CC,20072,SFE 1,0,CORONEL,28.4,965.0,965.0
L2,CW->CC,20072,SFE 1,1,Laguna Quiñenco,26.302,967.42,967.75
L2,CW->CC,20072,SFE 1,2,Cristo Redentor,24.203,970.17,970.5
L2,CW->CC,20072,SFE 1,3,Huinca,22.524,972.5,972.83
L2,CW->CC,20072,SFE 1,4,Los Canelos,21.125,974.5,974.83
L2,CW->CC,20072,SFE 1,5,Hito Galvarino,18.048,978.5,978.83
L2,CW->CC,20072,SFE 1,6,Card. Raúl Silva Henriquez,13.151,984.67,985.0
L2,CW->CC,20072,SFE 1,7,LOMAS COLORADAS,10.983,987.58,988.08
L2,CW->CC,20072,SFE 1,8,El Parque,9.614,990.5,990.83
L2,CW->CC,20072,SFE 1,9,Costa Mar,8.339,993.08,993.5
L2,CW->CC,20072,SFE 1,10,Alborada,7.442,995.17,995.5
L2,CW->CC,20072,SFE 1,11,Diagonal Bio Bio,5.569,998.0,998.33
L2,CW->CC,20072,SFE 1,12,Juan Pablo II,3.838,1000.75,1001.25
L2,CW->CC,20072,SFE 1,13,CONCEPCIÓN,0.0,1007.0,1007.0
L2,CW->CC,20078,SFE 8,0,CORONEL,28.4,1010.0,1010.0
L2,CW->CC,20078,SFE 8,1,Laguna Quiñenco,26.302,1012.42,1012.75
L2,CW->CC,20078,SFE 8,2,Cristo Redentor,24.203,1015.17,1015.5
L2,CW->CC,20078,SFE 8,3,Huinca,22.524,1017.5,1017.83
L2,CW->CC,20078,SFE 8,4,Los Canelos,21.125,1019.5,1019.83
L2,CW->CC,20078,SFE 8,5,Hito Galvarino,18.048,1023.5,1023.83
L2,CW->CC,20078,SFE 8,6,Card. Raúl Silva Henriquez,13.151,1029.67,1030.0
L2,CW->CC,20078,SFE 8,7,LOMAS COLORADAS,10.983,1032.58,1033.08
L2,CW->CC,20078,SFE 8,8,El Parque,9.614,1035.5,1035.83
L2,CW->CC,20078,SFE 8,9,Costa Mar,8.339,1038.08,1038.5
L2,CW->CC,20078,SFE 8,10,Alborada,7.442,1040.17,1040.5
L2,CW->CC,20078,SFE 8,11,Diagonal Bio Bio,5.569,1043.0,1043.33
L2,CW->CC,20078,SFE 8,12,Juan Pablo II,3.838,1045.75,1046.25
L2,CW->CC,20078,SFE 8,13,CONCEPCIÓN,0.0,1052.0,1052.0
L2,CW->CC,20082,SFE 3,0,CORONEL,28.4,1022.0,1022.0
L2,CW->CC,20082,SFE 3,1,Laguna Quiñenco,26.302,1024.42,1024.75
L2,CW->CC,20082,SFE 3,2,Cristo Redentor,24.203,1027.17,1027.5
L2,CW->CC,20082,SFE 3,3,Huinca,22.524,1029.5,1029.83
L2,CW->CC,20082,SFE 3,4,Los Canelos,21.125,1031.5,1031.83
L2,CW->CC,20082,SFE 3,5,Hito Galvarino,18.048,1035.5,1035.83
L2,CW->CC,20082,SFE 3,6,Card. Raúl Silva Henriquez,13.151,1041.67,1042.0
L2,CW->CC,20082,SFE 3,7,LOMAS COLORADAS,10.983,1044.58,1045.08
L2,CW->CC,20082,SFE 3,8,El Parque,9.614,1047.5,1047.83
L2,CW->CC,20082,SFE 3,9,Costa Mar,8.339,1050.08,1050.5
L2,CW->CC,20082,SFE 3,10,Alborada,7.442,1052.17,1052.5
L2,CW->CC,20082,SFE 3,11,Diagonal Bio Bio,5.569,1055.0,1055.33
L2,CW->CC,20082,SFE 3,12,Juan Pablo II,3.838,1057.75,1058.25
L2,CW->CC,20082,SFE 3,13,CONCEPCIÓN,0.0,1064.0,1064.0
L2,CW->CC,20084,SFE 9,0,CORONEL,28.4,1034.0,1034.0
L2,CW->CC,20084,SFE 9,1,Laguna Quiñenco,26.302,1036.42,1036.75
L2,CW->CC,20084,SFE 9,2,Cristo Redentor,24.203,1039.17,1039.5
L2,CW->CC,20084,SFE 9,3,Huinca,22.524,1041.5,1041.83
L2,CW->CC,20084,SFE 9,4,Los Canelos,21.125,1043.5,1043.83
L2,CW->CC,20084,SFE 9,5,Hito Galvarino,18.048,1047.5,1047.83
L2,CW->CC,20084,SFE 9,6,Card. Raúl Silva Henriquez,13.151,1053.67,1054.0
L2,CW->CC,20084,SFE 9,7,LOMAS COLORADAS,10.983,1056.58,1057.08
L2,CW->CC,20084,SFE 9,8,El Parque,9.614,1059.5,1059.83
L2,CW->CC,20084,SFE 9,9,Costa Mar,8.339,1062.08,1062.5
L2,CW->CC,20084,SFE 9,10,Alborada,7.442,1064.17,1064.5
L2,CW->CC,20084,SFE 9,11,Diagonal Bio Bio,5.569,1067.0,1067.33
L2,CW->CC,20084,SFE 9,12,Juan Pablo II,3.838,1069.75,1070.25
L2,CW->CC,20084,SFE 9,13,CONCEPCIÓN,0.0,1076.0,1076.0
L2,CW->CC,20086,SFE 2,0,CORONEL,28.4,1046.0,1046.0
L2,CW->CC,20086,SFE 2,1,Laguna Quiñenco,26.302,1048.42,1048.75
L2,CW->CC,20086,SFE 2,2,Cristo Redentor,24.203,1051.17,1051.5
L2,CW->CC,20086,SFE 2,3,Huinca,22.524,1053.5,1053.83
L2,CW->CC,20086,SFE 2,4,Los Canelos,21.125,1055.5,1055.83
L2,CW->CC,20086,SFE 2,5,Hito Galvarino,18.048,1059.5,1059.83
L2,CW->CC,20086,SFE 2,6,Card. Raúl Silva Henriquez,13.151,1065.67,1066.0
L2,CW->CC,20086,SFE 2,7,LOMAS COLORADAS,10.983,1068.58,1069.08
L2,CW->CC,20086,SFE 2,8,El Parque,9.614,1071.5,1071.83
L2,CW->CC,20086,SFE 2,9,Costa Mar,8.339,1074.08,1074.5
L2,CW->CC,20086,SFE 2,10,Alborada,7.442,1076.17,1076.5
L2,CW->CC,20086,SFE 2,11,Diagonal Bio Bio,5.569,1079.0,1079.33
L2,CW->CC,20086,SFE 2,12,Juan Pablo II,3.838,1081.75,1082.25
L2,CW->CC,20086,SFE 2,13,CONCEPCIÓN,0.0,1088.0,1088.0
L2,CW->CC,20088,SFE 5,0,CORONEL,28.4,1058.0,1058.0
L2,CW->CC,20088,SFE 5,1,Laguna Quiñenco,26.302,1060.42,1060.75
L2,CW->CC,20088,SFE 5,2,Cristo Redentor,24.203,1063.17,1063.5
L2,CW->CC,20088,SFE 5,3,Huinca,22.524,1065.5,1065.83
L2,CW->CC,20088,SFE 5,4,Los Canelos,21.125,1067.5,1067.83
L2,CW->CC,20088,SFE 5,5,Hito Galvarino,18.048,1071.5,1071.83
L2,CW->CC,20088,SFE 5,6,Card. Raúl Silva Henriquez,13.151,1077.67,1078.0
L2,CW->CC,20088,SFE 5,7,LOMAS COLORADAS,10.983,1080.58,1081.08
L2,CW->CC,20088,SFE 5,8,El Parque,9.614,1083.5,1083.83
L2,CW->CC,20088,SFE 5,9,Costa Mar,8.339,1086.08,1086.5
L2,CW->CC,20088,SFE 5,10,Alborada,7.442,1088.17,1088.5
L2,CW->CC,20088,SFE 5,11,Diagonal Bio Bio,5.569,1091.0,1091.33
L2,CW->CC,20088,SFE 5,12,Juan Pablo II,3.838,1093.75,1094.25
L2,CW->CC,20088,SFE 5,13,CONCEPCIÓN,0.0,1100.0,1100.0
L2,CW->CC,20090,SFE 1,0,CORONEL,28.4,1070.0,1070.0
L2,CW->CC,20090,SFE 1,1,Laguna Quiñenco,26.302,1072.42,1072.75
L2,CW->CC,20090,SFE 1,2,Cristo Redentor,24.203,1075.17,1075.5
L2,CW->CC,20090,SFE 1,3,Huinca,22.524,1077.5,1077.83
L2,CW->CC,20090,SFE 1,4,Los Canelos,21.125,1079.5,1079.83
L2,CW->CC,20090,SFE 1,5,Hito Galvarino,18.048,1083.5,1083.83
L2,CW->CC,20090,SFE 1,6,Card. Raúl Silva Henriquez,13.151,1089.67,1090.0
L2,CW->CC,20090,SFE 1,7,LOMAS COLORADAS,10.983,1092.58,1093.08
L2,CW->CC,20090,SFE 1,8,El Parque,9.614,1095.5,1095.83
L2,CW->CC,20090,SFE 1,9,Costa Mar,8.339,1098.08,1098.5
L2,CW->CC,20090,SFE 1,10,Alborada,7.442,1100.17,1100.5
L2,CW->CC,20090,SFE 1,11,Diagonal Bio Bio,5.569,1103.0,1103.33
L2,CW->CC,20090,SFE 1,12,Juan Pablo II,3.838,1105.75,1106.25
L2,CW->CC,20090,SFE 1,13,CONCEPCIÓN,0.0,1112.0,1112.0
L2,CW->CC,20092,SFE 7,0,CORONEL,28.4,1082.0,1082.0
L2,CW->CC,20092,SFE 7,1,Laguna Quiñenco,26.302,1084.42,1084.75
L2,CW->CC,20092,SFE 7,2,Cristo Redentor,24.203,1087.17,1087.5
L2,CW->CC,20092,SFE 7,3,Huinca,22.524,1089.5,1089.83
L2,CW->CC,20092,SFE 7,4,Los Canelos,21.125,1091.5,1091.83
L2,CW->CC,20092,SFE 7,5,Hito Galvarino,18.048,1095.5,1095.83
L2,CW->CC,20092,SFE 7,6,Card. Raúl Silva Henriquez,13.151,1101.67,1102.0
L2,CW->CC,20092,SFE 7,7,LOMAS COLORADAS,10.983,1104.58,1105.08
L2,CW->CC,20092,SFE 7,8,El Parque,9.614,1107.5,1107.83
L2,CW->CC,20092,SFE 7,9,Costa Mar,8.339,1110.08,1110.5
L2,CW->CC,20092,SFE 7,10,Alborada,7.442,1112.17,1112.5
L2,CW->CC,20092,SFE 7,11,Diagonal Bio Bio,5.569,1115.0,1115.33
L2,CW->CC,20092,SFE 7,12,Juan Pablo II,3.838,1117.75,1118.25
L2,CW->CC,20092,SFE 7,13,CONCEPCIÓN,0.0,1124.0,1124.0
L2,CW->CC,20094,SFE 4,0,CORONEL,28.4,1094.0,1094.0
L2,CW->CC,20094,SFE 4,1,Laguna Quiñenco,26.302,1096.42,1096.75
L2,CW->CC,20094,SFE 4,2,Cristo Redentor,24.203,1099.17,1099.5
L2,CW->CC,20094,SFE 4,3,Huinca,22.524,1101.5,1101.83
L2,CW->CC,20094,SFE 4,4,Los Canelos,21.125,1103.5,1103.83
L2,CW->CC,20094,SFE 4,5,Hito Galvarino,18.048,1107.5,1107.83
L2,CW->CC,20094,SFE 4,6,Card. Raúl Silva Henriquez,13.151,1113.67,1114.0
L2,CW->CC,20094,SFE 4,7,LOMAS COLORADAS,10.983,1116.58,1117.08
L2,CW->CC,20094,SFE 4,8,El Parque,9.614,1119.5,1119.83
L2,CW->CC,20094,SFE 4,9,Costa Mar,8.339,1122.08,1122.5
L2,CW->CC,20094,SFE 4,10,Alborada,7.442,1124.17,1124.5
L2,CW->CC,20094,SFE 4,11,Diagonal Bio Bio,5.569,1127.0,1127.33
L2,CW->CC,20094,SFE 4,12,Juan Pablo II,3.838,1129.75,1130.25
L2,CW->CC,20094,SFE 4,13,CONCEPCIÓN,0.0,1136.0,1136.0
L2,CW->CC,20098,SFE 8,0,CORONEL,28.4,1106.0,1106.0
L2,CW->CC,20098,SFE 8,1,Laguna Quiñenco,26.302,1108.42,1108.75
L2,CW->CC,20098,SFE 8,2,Cristo Redentor,24.203,1111.17,1111.5
L2,CW->CC,20098,SFE 8,3,Huinca,22.524,1113.5,1113.83
L2,CW->CC,20098,SFE 8,4,Los Canelos,21.125,1115.5,1115.83
L2,CW->CC,20098,SFE 8,5,Hito Galvarino,18.048,1119.5,1119.83
L2,CW->CC,20098,SFE 8,6,Card. Raúl Silva Henriquez,13.151,1125.67,1126.0
L2,CW->CC,20098,SFE 8,7,LOMAS COLORADAS,10.983,1128.58,1129.08
L2,CW->CC,20098,SFE 8,8,El Parque,9.614,1131.5,1131.83
L2,CW->CC,20098,SFE 8,9,Costa Mar,8.339,1134.08,1134.5
L2,CW->CC,20098,SFE 8,10,Alborada,7.442,1136.17,1136.5
L2,CW->CC,20098,SFE 8,11,Diagonal Bio Bio,5.569,1139.0,1139.33
L2,CW->CC,20098,SFE 8,12,Juan Pablo II,3.838,1141.75,1142.25
L2,CW->CC,20098,SFE 8,13,CONCEPCIÓN,0.0,1148.0,1148.0
L2,CW->CC,20100,SFE 3,0,CORONEL,28.4,1123.0,1123.0
L2,CW->CC,20100,SFE 3,1,Laguna Quiñenco,26.302,1125.42,1125.75
L2,CW->CC,20100,SFE 3,2,Cristo Redentor,24.203,1128.17,1128.5
L2,CW->CC,20100,SFE 3,3,Huinca,22.524,1130.5,1130.83
L2,CW->CC,20100,SFE 3,4,Los Canelos,21.125,1132.5,1132.83
L2,CW->CC,20100,SFE 3,5,Hito Galvarino,18.048,1136.5,1136.83
L2,CW->CC,20100,SFE 3,6,Card. Raúl Silva Henriquez,13.151,1142.67,1143.0
L2,CW->CC,20100,SFE 3,7,LOMAS COLORADAS,10.983,1145.58,1146.08
L2,CW->CC,20100,SFE 3,8,El Parque,9.614,1148.5,1148.83
L2,CW->CC,20100,SFE 3,9,Costa Mar,8.339,1151.08,1151.5
L2,CW->CC,20100,SFE 3,10,Alborada,7.442,1153.17,1153.5
L2,CW->CC,20100,SFE 3,11,Diagonal Bio Bio,5.569,1156.0,1156.33
L2,CW->CC,20100,SFE 3,12,Juan Pablo II,3.838,1158.75,1159.25
L2,CW->CC,20100,SFE 3,13,CONCEPCIÓN,0.0,1165.0,1165.0
L2,CW->CC,20104,SFE 9,0,CORONEL,28.4,1138.0,1138.0
L2,CW->CC,20104,SFE 9,1,Laguna Quiñenco,26.302,1140.42,1140.75
L2,CW->CC,20104,SFE 9,2,Cristo Redentor,24.203,1143.17,1143.5
L2,CW->CC,20104,SFE 9,3,Huinca,22.524,1145.5,1145.83
L2,CW->CC,20104,SFE 9,4,Los Canelos,21.125,1147.5,1147.83
L2,CW->CC,20104,SFE 9,5,Hito Galvarino,18.048,1151.5,1151.83
L2,CW->CC,20104,SFE 9,6,Card. Raúl Silva Henriquez,13.151,1157.67,1158.0
L2,CW->CC,20104,SFE 9,7,LOMAS COLORADAS,10.983,1160.58,1161.08
L2,CW->CC,20104,SFE 9,8,El Parque,9.614,1163.5,1163.83
L2,CW->CC,20104,SFE 9,9,Costa Mar,8.339,1166.08,1166.5
L2,CW->CC,20104,SFE 9,10,Alborada,7.442,1168.17,1168.5
L2,CW->CC,20104,SFE 9,11,Diagonal Bio Bio,5.569,1171.0,1171.33
L2,CW->CC,20104,SFE 9,12,Juan Pablo II,3.838,1173.75,1174.25
L2,CW->CC,20104,SFE 9,13,CONCEPCIÓN,0.0,1180.0,1180.0
L2,CW->CC,20284,SFE 2,0,CORONEL,28.4,1143.0,1143.0
L2,CW->CC,20284,SFE 2,1,Laguna Quiñenco,26.302,1145.42,1145.75
L2,CW->CC,20284,SFE 2,2,Cristo Redentor,24.203,1148.17,1148.5
L2,CW->CC,20284,SFE 2,3,Huinca,22.524,1150.5,1150.83
L2,CW->CC,20284,SFE 2,4,Los Canelos,21.125,1152.5,1152.83
L2,CW->CC,20284,SFE 2,5,Hito Galvarino,18.048,1156.5,1156.83
L2,CW->CC,20284,SFE 2,6,Card. Raúl Silva Henriquez,13.151,1162.67,1163.0
L2,CW->CC,20284,SFE 2,7,LOMAS COLORADAS,10.983,1165.58,1166.08
L2,CW->CC,20284,SFE 2,8,El Parque,9.614,1168.5,1168.83
L2,CW->CC,20284,SFE 2,9,Costa Mar,8.339,1171.08,1171.5
L2,CW->CC,20284,SFE 2,10,Alborada,7.442,1173.17,1173.5
L2,CW->CC,20284,SFE 2,11,Diagonal Bio Bio,5.569,1176.0,1176.33
L2,CW->CC,20284,SFE 2,12,Juan Pablo II,3.838,1178.75,1179.25
L2,CW->CC,20284,SFE 2,13,CONCEPCIÓN,0.0,1185.0,1185.0
L2,CW->CC,20106,SFE 5,0,CORONEL,28.4,1155.0,1155.0
L2,CW->CC,20106,SFE 5,1,Laguna Quiñenco,26.302,1157.42,1157.75
L2,CW->CC,20106,SFE 5,2,Cristo Redentor,24.203,1160.17,1160.5
L2,CW->CC,20106,SFE 5,3,Huinca,22.524,1162.5,1162.83
L2,CW->CC,20106,SFE 5,4,Los Canelos,21.125,1164.5,1164.83
L2,CW->CC,20106,SFE 5,5,Hito Galvarino,18.048,1168.5,1168.83
L2,CW->CC,20106,SFE 5,6,Card. Raúl Silva Henriquez,13.151,1174.67,1175.0
L2,CW->CC,20106,SFE 5,7,LOMAS COLORADAS,10.983,1177.58,1178.08
L2,CW->CC,20106,SFE 5,8,El Parque,9.614,1180.5,1180.83
L2,CW->CC,20106,SFE 5,9,Costa Mar,8.339,1183.08,1183.5
L2,CW->CC,20106,SFE 5,10,Alborada,7.442,1185.17,1185.5
L2,CW->CC,20106,SFE 5,11,Diagonal Bio Bio,5.569,1188.0,1188.33
L2,CW->CC,20106,SFE 5,12,Juan Pablo II,3.838,1190.75,1191.25
L2,CW->CC,20106,SFE 5,13,CONCEPCIÓN,0.0,1197.0,1197.0
L2,CW->CC,20108,SFE 1,0,CORONEL,28.4,1169.0,1169.0
L2,CW->CC,20108,SFE 1,1,Laguna Quiñenco,26.302,1171.42,1171.75
L2,CW->CC,20108,SFE 1,2,Cristo Redentor,24.203,1174.17,1174.5
L2,CW->CC,20108,SFE 1,3,Huinca,22.524,1176.5,1176.83
L2,CW->CC,20108,SFE 1,4,Los Canelos,21.125,1178.5,1178.83
L2,CW->CC,20108,SFE 1,5,Hito Galvarino,18.048,1182.5,1182.83
L2,CW->CC,20108,SFE 1,6,Card. Raúl Silva Henriquez,13.151,1188.67,1189.0
L2,CW->CC,20108,SFE 1,7,LOMAS COLORADAS,10.983,1191.58,1192.08
L2,CW->CC,20108,SFE 1,8,El Parque,9.614,1194.5,1194.83
L2,CW->CC,20108,SFE 1,9,Costa Mar,8.339,1197.08,1197.5
L2,CW->CC,20108,SFE 1,10,Alborada,7.442,1199.17,1199.5
L2,CW->CC,20108,SFE 1,11,Diagonal Bio Bio,5.569,1202.0,1202.33
L2,CW->CC,20108,SFE 1,12,Juan Pablo II,3.838,1204.75,1205.25
L2,CW->CC,20108,SFE 1,13,CONCEPCIÓN,0.0,1211.0,1211.0
L2,CW->CC,20110,SFE 7,0,CORONEL,28.4,1180.0,1180.0
L2,CW->CC,20110,SFE 7,1,Laguna Quiñenco,26.302,1182.42,1182.75
L2,CW->CC,20110,SFE 7,2,Cristo Redentor,24.203,1185.17,1185.5
L2,CW->CC,20110,SFE 7,3,Huinca,22.524,1187.5,1187.83
L2,CW->CC,20110,SFE 7,4,Los Canelos,21.125,1189.5,1189.83
L2,CW->CC,20110,SFE 7,5,Hito Galvarino,18.048,1193.5,1193.83
L2,CW->CC,20110,SFE 7,6,Card. Raúl Silva Henriquez,13.151,1199.67,1200.0
L2,CW->CC,20110,SFE 7,7,LOMAS COLORADAS,10.983,1202.58,1203.08
L2,CW->CC,20110,SFE 7,8,El Parque,9.614,1205.5,1205.83
L2,CW->CC,20110,SFE 7,9,Costa Mar,8.339,1208.08,1208.5
L2,CW->CC,20110,SFE 7,10,Alborada,7.442,1210.17,1210.5
L2,CW->CC,20110,SFE 7,11,Diagonal Bio Bio,5.569,1213.0,1213.33
L2,CW->CC,20110,SFE 7,12,Juan Pablo II,3.838,1215.75,1216.25
L2,CW->CC,20110,SFE 7,13,CONCEPCIÓN,0.0,1222.0,1222.0
L2,CW->CC,20286,SFE 4,0,CORONEL,28.4,1188.0,1188.0
L2,CW->CC,20286,SFE 4,1,Laguna Quiñenco,26.302,1190.42,1190.75
L2,CW->CC,20286,SFE 4,2,Cristo Redentor,24.203,1193.17,1193.5
L2,CW->CC,20286,SFE 4,3,Huinca,22.524,1195.5,1195.83
L2,CW->CC,20286,SFE 4,4,Los Canelos,21.125,1197.5,1197.83
L2,CW->CC,20286,SFE 4,5,Hito Galvarino,18.048,1201.5,1201.83
L2,CW->CC,20286,SFE 4,6,Card. Raúl Silva Henriquez,13.151,1207.67,1208.0
L2,CW->CC,20286,SFE 4,7,LOMAS COLORADAS,10.983,1210.58,1211.08
L2,CW->CC,20286,SFE 4,8,El Parque,9.614,1213.5,1213.83
L2,CW->CC,20286,SFE 4,9,Costa Mar,8.339,1216.08,1216.5
L2,CW->CC,20286,SFE 4,10,Alborada,7.442,1218.17,1218.5
L2,CW->CC,20286,SFE 4,11,Diagonal Bio Bio,5.569,1221.0,1221.33
L2,CW->CC,20286,SFE 4,12,Juan Pablo II,3.838,1223.75,1224.25
L2,CW->CC,20286,SFE 4,13,CONCEPCIÓN,0.0,1230.0,1230.0
L2,CW->CC,20112,SFE 10,0,CORONEL,28.4,1200.0,1200.0
L2,CW->CC,20112,SFE 10,1,Laguna Quiñenco,26.302,1202.42,1202.75
L2,CW->CC,20112,SFE 10,2,Cristo Redentor,24.203,1205.17,1205.5
L2,CW->CC,20112,SFE 10,3,Huinca,22.524,1207.5,1207.83
L2,CW->CC,20112,SFE 10,4,Los Canelos,21.125,1209.5,1209.83
L2,CW->CC,20112,SFE 10,5,Hito Galvarino,18.048,1213.5,1213.83
L2,CW->CC,20112,SFE 10,6,Card. Raúl Silva Henriquez,13.151,1219.67,1220.0
L2,CW->CC,20112,SFE 10,7,LOMAS COLORADAS,10.983,1222.58,1223.08
L2,CW->CC,20112,SFE 10,8,El Parque,9.614,1225.5,1225.83
L2,CW->CC,20112,SFE 10,9,Costa Mar,8.339,1228.08,1228.5
L2,CW->CC,20112,SFE 10,10,Alborada,7.442,1230.17,1230.5
L2,CW->CC,20112,SFE 10,11,Diagonal Bio Bio,5.569,1233.0,1233.33
L2,CW->CC,20112,SFE 10,12,Juan Pablo II,3.838,1235.75,1236.25
L2,CW->CC,20112,SFE 10,13,CONCEPCIÓN,0.0,1242.0,1242.0
L2,CW->CC,20114,SFE 8,0,CORONEL,28.4,1211.0,1211.0
L2,CW->CC,20114,SFE 8,1,Laguna Quiñenco,26.302,1213.42,1213.75
L2,CW->CC,20114,SFE 8,2,Cristo Redentor,24.203,1216.17,1216.5
L2,CW->CC,20114,SFE 8,3,Huinca,22.524,1218.5,1218.83
L2,CW->CC,20114,SFE 8,4,Los Canelos,21.125,1220.5,1220.83
L2,CW->CC,20114,SFE 8,5,Hito Galvarino,18.048,1224.5,1224.83
L2,CW->CC,20114,SFE 8,6,Card. Raúl Silva Henriquez,13.151,1230.67,1231.0
L2,CW->CC,20114,SFE 8,7,LOMAS COLORADAS,10.983,1233.58,1234.08
L2,CW->CC,20114,SFE 8,8,El Parque,9.614,1236.5,1236.83
L2,CW->CC,20114,SFE 8,9,Costa Mar,8.339,1239.08,1239.5
L2,CW->CC,20114,SFE 8,10,Alborada,7.442,1241.17,1241.5
L2,CW->CC,20114,SFE 8,11,Diagonal Bio Bio,5.569,1244.0,1244.33
L2,CW->CC,20114,SFE 8,12,Juan Pablo II,3.838,1246.75,1247.25
L2,CW->CC,20114,SFE 8,13,CONCEPCIÓN,0.0,1253.0,1253.0
L2,CW->CC,20288,SFE 3,0,CORONEL,28.4,1220.0,1220.0
L2,CW->CC,20288,SFE 3,1,Laguna Quiñenco,26.302,1222.42,1222.75
L2,CW->CC,20288,SFE 3,2,Cristo Redentor,24.203,1225.17,1225.5
L2,CW->CC,20288,SFE 3,3,Huinca,22.524,1227.5,1227.83
L2,CW->CC,20288,SFE 3,4,Los Canelos,21.125,1229.5,1229.83
L2,CW->CC,20288,SFE 3,5,Hito Galvarino,18.048,1233.5,1233.83
L2,CW->CC,20288,SFE 3,6,Card. Raúl Silva Henriquez,13.151,1239.67,1240.0
L2,CW->CC,20288,SFE 3,7,LOMAS COLORADAS,10.983,1242.58,1243.08
L2,CW->CC,20288,SFE 3,8,El Parque,9.614,1245.5,1245.83
L2,CW->CC,20288,SFE 3,9,Costa Mar,8.339,1248.08,1248.5
L2,CW->CC,20288,SFE 3,10,Alborada,7.442,1250.17,1250.5
L2,CW->CC,20288,SFE 3,11,Diagonal Bio Bio,5.569,1253.0,1253.33
L2,CW->CC,20288,SFE 3,12,Juan Pablo II,3.838,1255.75,1256.25
L2,CW->CC,20288,SFE 3,13,CONCEPCIÓN,0.0,1262.0,1262.0
L2,CW->CC,20116,SFE 9,0,CORONEL,28.4,1230.0,1230.0
L2,CW->CC,20116,SFE 9,1,Laguna Quiñenco,26.302,1232.42,1232.75
L2,CW->CC,20116,SFE 9,2,Cristo Redentor,24.203,1235.17,1235.5
L2,CW->CC,20116,SFE 9,3,Huinca,22.524,1237.5,1237.83
L2,CW->CC,20116,SFE 9,4,Los Canelos,21.125,1239.5,1239.83
L2,CW->CC,20116,SFE 9,5,Hito Galvarino,18.048,1243.5,1243.83
L2,CW->CC,20116,SFE 9,6,Card. Raúl Silva Henriquez,13.151,1249.67,1250.0
L2,CW->CC,20116,SFE 9,7,LOMAS COLORADAS,10.983,1252.58,1253.08
L2,CW->CC,20116,SFE 9,8,El Parque,9.614,1255.5,1255.83
L2,CW->CC,20116,SFE 9,9,Costa Mar,8.339,1258.08,1258.5
L2,CW->CC,20116,SFE 9,10,Alborada,7.442,1260.17,1260.5
L2,CW->CC,20116,SFE 9,11,Diagonal Bio Bio,5.569,1263.0,1263.33
L2,CW->CC,20116,SFE 9,12,Juan Pablo II,3.838,1265.75,1266.25
L2,CW->CC,20116,SFE 9,13,CONCEPCIÓN,0.0,1272.0,1272.0
L2,CW->CC,20120,SFE 5,0,CORONEL,28.4,1245.0,1245.0
L2,CW->CC,20120,SFE 5,1,Laguna Quiñenco,26.302,1247.42,1247.75
L2,CW->CC,20120,SFE 5,2,Cristo Redentor,24.203,1250.17,1250.5
L2,CW->CC,20120,SFE 5,3,Huinca,22.524,1252.5,1252.83
L2,CW->CC,20120,SFE 5,4,Los Canelos,21.125,1254.5,1254.83
L2,CW->CC,20120,SFE 5,5,Hito Galvarino,18.048,1258.5,1258.83
