t_min,t_s,unidad,servicio,tramo,sentido,dist_km,estado
390.0,23400,SFE 2,20002,L2,CW->CC,13.581,circulando
390.0,23400,SFE 3,20004,L2,CW->CC,19.154,circulando
390.0,23400,SFE 6,20283,L2,CC->CW,19.012,circulando
390.0,23400,SFE B3,20397,L1,LJ->TH,29.397,circulando
390.0,23400,UT 1,20301,L1,LJ->TH,55.32,circulando
390.0,23400,SFE 10,,,,,cochera:CORONEL
390.0,23400,SFE 11,,,,,cochera:CORONEL
390.0,23400,SFE 5,,,,,cochera:CORONEL
390.0,23400,SFE 8,,,,,cochera:CORONEL
390.0,23400,SFE 9,,,,,cochera:CORONEL
390.0,23400,SFE 4,,,,,cochera:LOMAS COLORADAS
390.0,23400,SFE 7,,,,,cochera:Cristo Redentor
390.0,23400,SFE B1,,,,,cochera:LAJA
390.0,23400,SFE B2,,,,,cochera:El Arenal
390.0,23400,UT 2,,,,,cochera:Mercado
392.0,23520,SFE 1,20000,L2,CW->CC,4.532,circulando
392.0,23520,SFE 2,20002,L2,CW->CC,12.001,circulando
392.0,23520,SFE 3,20004,L2,CW->CC,17.805,circulando
392.0,23520,SFE 6,20283,L2,CC->CW,20.929,circulando
392.0,23520,SFE B3,20397,L1,LJ->TH,29.991,circulando
392.0,23520,UT 1,20301,L1,LJ->TH,56.983,circulando
392.0,23520,UT 2,20300,L1,TH->LJ,84.261,circulando
392.0,23520,SFE 10,,,,,cochera:CORONEL
392.0,23520,SFE 11,,,,,cochera:CORONEL
392.0,23520,SFE 5,,,,,cochera:CORONEL
392.0,23520,SFE 8,,,,,cochera:CORONEL
392.0,23520,SFE 9,,,,,cochera:CORONEL
392.0,23520,SFE 4,,,,,cochera:LOMAS COLORADAS
392.0,23520,SFE 7,,,,,cochera:Cristo Redentor
392.0,23520,SFE B1,,,,,cochera:LAJA
392.0,23520,SFE B2,,,,,cochera:El Arenal
394.0,23640,SFE 1,20000,L2,CW->CC,3.621,circulando
394.0,23640,SFE 2,20002,L2,CW->CC,10.832,circulando
394.0,23640,SFE 3,20004,L2,CW->CC,16.471,circulando
394.0,23640,SFE 6,20283,L2,CC->CW,22.846,circulando
394.0,23640,SFE B3,20397,L1,LJ->TH,31.18,circulando
394.0,23640,UT 1,20301,L1,LJ->TH,57.815,circulando
394.0,23640,UT 2,20300,L1,TH->LJ,82.79,circulando
394.0,23640,SFE 10,,,,,cochera:CORONEL
394.0,23640,SFE 11,,,,,cochera:CORONEL
394.0,23640,SFE 5,,,,,cochera:CORONEL
394.0,23640,SFE 8,,,,,cochera:CORONEL
394.0,23640,SFE 9,,,,,cochera:CORONEL
394.0,23640,SFE 4,,,,,cochera:LOMAS COLORADAS
394.0,23640,SFE 7,,,,,cochera:Cristo Redentor
394.0,23640,SFE B1,,,,,cochera:LAJA
394.0,23640,SFE B2,,,,,cochera:El Arenal
396.0,23760,SFE 1,20000,L2,CW->CC,2.747,circulando
396.0,23760,SFE 2,20002,L2,CW->CC,9.909,circulando
396.0,23760,SFE 3,20004,L2,CW->CC,15.646,circulando
396.0,23760,SFE 6,20283,L2,CC->CW,24.514,circulando
396.0,23760,SFE B3,20397,L1,LJ->TH,32.369,circulando
396.0,23760,UT 1,20301,L1,LJ->TH,58.647,circulando
396.0,23760,UT 2,20300,L1,TH->LJ,82.313,circulando
396.0,23760,SFE 10,,,,,cochera:CORONEL
396.0,23760,SFE 11,,,,,cochera:CORONEL
396.0,23760,SFE 5,,,,,cochera:CORONEL
396.0,23760,SFE 8,,,,,cochera:CORONEL
396.0,23760,SFE 9,,,,,cochera:CORONEL
396.0,23760,SFE 4,,,,,cochera:LOMAS COLORADAS
396.0,23760,SFE 7,,,,,cochera:Cristo Redentor
396.0,23760,SFE B1,,,,,cochera:LAJA
396.0,23760,SFE B2,,,,,cochera:El Arenal
398.0,23880,SFE 1,20000,L2,CW->CC,1.874,circulando
398.0,23880,SFE 2,20002,L2,CW->CC,9.089,circulando
398.0,23880,SFE 3,20004,L2,CW->CC,14.807,circulando
398.0,23880,SFE 5,20008,L2,CW->CC,26.69,circulando
398.0,23880,SFE 6,20283,L2,CC->CW,25.935,circulando
398.0,23880,SFE B1,20842,L1,LJ->TH,1.6,circulando
398.0,23880,SFE B3,20397,L1,LJ->TH,32.963,circulando
398.0,23880,UT 1,20301,L1,LJ->TH,60.31,circulando
398.0,23880,UT 2,20300,L1,TH->LJ,81.36,circulando
398.0,23880,SFE 10,,,,,cochera:CORONEL
398.0,23880,SFE 11,,,,,cochera:CORONEL
398.0,23880,SFE 8,,,,,cochera:CORONEL
398.0,23880,SFE 9,,,,,cochera:CORONEL
398.0,23880,SFE 4,,,,,cochera:LOMAS COLORADAS
398.0,23880,SFE 7,,,,,cochera:Cristo Redentor
398.0,23880,SFE B2,,,,,cochera:El Arenal
400.0,24000,SFE 1,20000,L2,CW->CC,1.0,circulando
400.0,24000,SFE 2,20002,L2,CW->CC,8.177,circulando
400.0,24000,SFE 3,20004,L2,CW->CC,13.967,circulando
400.0,24000,SFE 5,20008,L2,CW->CC,25.58,circulando
400.0,24000,SFE 6,20283,L2,CC->CW,27.355,circulando
400.0,24000,SFE B1,20842,L1,LJ->TH,2.4,circulando
400.0,24000,SFE B3,20397,L1,LJ->TH,35.341,circulando
400.0,24000,UT 1,20301,L1,LJ->TH,61.222,circulando
400.0,24000,UT 2,20300,L1,TH->LJ,80.287,circulando
400.0,24000,SFE 10,,,,,cochera:CORONEL
400.0,24000,SFE 11,,,,,cochera:CORONEL
400.0,24000,SFE 8,,,,,cochera:CORONEL
400.0,24000,SFE 9,,,,,cochera:CORONEL
400.0,24000,SFE 4,,,,,cochera:LOMAS COLORADAS
400.0,24000,SFE 7,,,,,cochera:Cristo Redentor
400.0,24000,SFE B2,,,,,cochera:El Arenal
402.0,24120,SFE 2,20002,L2,CW->CC,7.045,circulando
402.0,24120,SFE 3,20004,L2,CW->CC,12.904,circulando
402.0,24120,SFE 5,20008,L2,CW->CC,24.25,circulando
402.0,24120,SFE B1,20842,L1,LJ->TH,3.2,circulando
402.0,24120,SFE B3,20397,L1,LJ->TH,36.53,circulando
402.0,24120,UT 1,20301,L1,LJ->TH,63.047,circulando
402.0,24120,UT 2,20300,L1,TH->LJ,79.215,circulando
402.0,24120,SFE 1,,,,,cochera:CONCEPCIÓN
402.0,24120,SFE 10,,,,,cochera:CORONEL
402.0,24120,SFE 11,,,,,cochera:CORONEL
402.0,24120,SFE 6,,,,,cochera:CORONEL
402.0,24120,SFE 8,,,,,cochera:CORONEL
402.0,24120,SFE 9,,,,,cochera:CORONEL
402.0,24120,SFE 4,,,,,cochera:LOMAS COLORADAS
402.0,24120,SFE 7,,,,,cochera:Cristo Redentor
402.0,24120,SFE B2,,,,,cochera:El Arenal
404.0,24240,SFE 2,20002,L2,CW->CC,5.686,circulando
404.0,24240,SFE 3,20004,L2,CW->CC,11.098,circulando
404.0,24240,SFE 5,20008,L2,CW->CC,22.626,circulando
404.0,24240,SFE B1,20842,L1,LJ->TH,4.0,circulando
404.0,24240,SFE B3,20397,L1,LJ->TH,38.128,circulando
404.0,24240,UT 1,20301,L1,LJ->TH,64.872,circulando
404.0,24240,UT 2,20300,L1,TH->LJ,77.112,circulando
404.0,24240,SFE 1,,,,,cochera:CONCEPCIÓN
404.0,24240,SFE 10,,,,,cochera:CORONEL
404.0,24240,SFE 11,,,,,cochera:CORONEL
404.0,24240,SFE 6,,,,,cochera:CORONEL
404.0,24240,SFE 8,,,,,cochera:CORONEL
404.0,24240,SFE 9,,,,,cochera:CORONEL
404.0,24240,SFE 4,,,,,cochera:LOMAS COLORADAS
404.0,24240,SFE 7,,,,,cochera:Cristo Redentor
404.0,24240,SFE B2,,,,,cochera:El Arenal
406.0,24360,SFE 1,20001,L2,CC->CW,1.501,circulando
406.0,24360,SFE 2,20002,L2,CW->CC,4.532,circulando
406.0,24360,SFE 3,20004,L2,CW->CC,10.37,circulando
406.0,24360,SFE 5,20008,L2,CW->CC,20.55,circulando
406.0,24360,SFE B1,20842,L1,LJ->TH,4.406,circulando
406.0,24360,SFE B3,20397,L1,LJ->TH,39.726,circulando
406.0,24360,UT 1,20301,L1,LJ->TH,66.696,circulando
406.0,24360,UT 2,20300,L1,TH->LJ,76.06,circulando
406.0,24360,SFE 10,,,,,cochera:CORONEL
406.0,24360,SFE 11,,,,,cochera:CORONEL
406.0,24360,SFE 6,,,,,cochera:CORONEL
406.0,24360,SFE 8,,,,,cochera:CORONEL
406.0,24360,SFE 9,,,,,cochera:CORONEL
406.0,24360,SFE 4,,,,,cochera:LOMAS COLORADAS
406.0,24360,SFE 7,,,,,cochera:Cristo Redentor
406.0,24360,SFE B2,,,,,cochera:El Arenal
408.0,24480,SFE 1,20001,L2,CC->CW,2.502,circulando
408.0,24480,SFE 2,20002,L2,CW->CC,3.621,circulando
408.0,24480,SFE 3,20004,L2,CW->CC,9.583,circulando
408.0,24480,SFE 5,20008,L2,CW->CC,18.473,circulando
408.0,24480,SFE B1,20842,L1,LJ->TH,5.218,circulando
408.0,24480,SFE B3,20397,L1,LJ->TH,41.324,circulando
408.0,24480,UT 1,20301,L1,LJ->TH,68.521,circulando
408.0,24480,UT 2,20300,L1,TH->LJ,73.939,circulando
408.0,24480,SFE 10,,,,,cochera:CORONEL
408.0,24480,SFE 11,,,,,cochera:CORONEL
408.0,24480,SFE 6,,,,,cochera:CORONEL
408.0,24480,SFE 8,,,,,cochera:CORONEL
408.0,24480,SFE 9,,,,,cochera:CORONEL
408.0,24480,SFE 4,,,,,cochera:LOMAS COLORADAS
408.0,24480,SFE 7,,,,,cochera:Cristo Redentor
408.0,24480,SFE B2,,,,,cochera:El Arenal
410.0,24600,SFE 1,20001,L2,CC->CW,3.504,circulando
410.0,24600,SFE 2,20002,L2,CW->CC,2.747,circulando
410.0,24600,SFE 3,20004,L2,CW->CC,8.635,circulando
410.0,24600,SFE 5,20008,L2,CW->CC,17.138,circulando
410.0,24600,SFE 6,20010,L2,CW->CC,26.69,circulando
410.0,24600,SFE B1,20842,L1,LJ->TH,6.03,circulando
410.0,24600,SFE B3,20397,L1,LJ->TH,42.922,circulando
410.0,24600,UT 1,20301,L1,LJ->TH,68.521,circulando
410.0,24600,UT 2,20300,L1,TH->LJ,72.878,circulando
410.0,24600,SFE 10,,,,,cochera:CORONEL
410.0,24600,SFE 11,,,,,cochera:CORONEL
410.0,24600,SFE 8,,,,,cochera:CORONEL
410.0,24600,SFE 9,,,,,cochera:CORONEL
410.0,24600,SFE 4,,,,,cochera:LOMAS COLORADAS
410.0,24600,SFE 7,,,,,cochera:Cristo Redentor
410.0,24600,SFE B2,,,,,cochera:El Arenal
412.0,24720,SFE 1,20001,L2,CC->CW,4.435,circulando
412.0,24720,SFE 2,20002,L2,CW->CC,1.874,circulando
412.0,24720,SFE 3,20004,L2,CW->CC,7.494,circulando
412.0,24720,SFE 4,20196,L2,CW->CC,10.649,circulando
412.0,24720,SFE 5,20008,L2,CW->CC,16.066,circulando
412.0,24720,SFE 6,20010,L2,CW->CC,25.58,circulando
412.0,24720,SFE B1,20842,L1,LJ->TH,6.843,circulando
412.0,24720,SFE B3,20397,L1,LJ->TH,44.52,circulando
412.0,24720,UT 1,20301,L1,LJ->TH,68.521,circulando
412.0,24720,UT 2,20300,L1,TH->LJ,71.135,circulando
412.0,24720,SFE 10,,,,,cochera:CORONEL
412.0,24720,SFE 11,,,,,cochera:CORONEL
412.0,24720,SFE 8,,,,,cochera:CORONEL
412.0,24720,SFE 9,,,,,cochera:CORONEL
412.0,24720,SFE 7,,,,,cochera:Cristo Redentor
412.0,24720,SFE B2,,,,,cochera:El Arenal
414.0,24840,SFE 1,20001,L2,CC->CW,5.631,circulando
414.0,24840,SFE 2,20002,L2,CW->CC,1.0,circulando
414.0,24840,SFE 3,20004,L2,CW->CC,6.366,circulando
414.0,24840,SFE 4,20196,L2,CW->CC,9.894,circulando
414.0,24840,SFE 5,20008,L2,CW->CC,15.226,circulando
414.0,24840,SFE 6,20010,L2,CW->CC,24.25,circulando
414.0,24840,SFE B1,20842,L1,LJ->TH,7.655,circulando
414.0,24840,SFE B2,20207,L1,LJ->TH,83.525,circulando
414.0,24840,SFE B3,20397,L1,LJ->TH,46.118,circulando
414.0,24840,UT 1,20301,L1,LJ->TH,68.521,circulando
414.0,24840,UT 2,20300,L1,TH->LJ,69.392,circulando
414.0,24840,SFE 10,,,,,cochera:CORONEL
414.0,24840,SFE 11,,,,,cochera:CORONEL
414.0,24840,SFE 8,,,,,cochera:CORONEL
414.0,24840,SFE 9,,,,,cochera:CORONEL
414.0,24840,SFE 7,,,,,cochera:Cristo Redentor
416.0,24960,SFE 1,20001,L2,CC->CW,7.125,circulando
416.0,24960,SFE 3,20004,L2,CW->CC,5.225,circulando
416.0,24960,SFE 4,20196,L2,CW->CC,9.089,circulando
416.0,24960,SFE 5,20008,L2,CW->CC,14.387,circulando
416.0,24960,SFE 6,20010,L2,CW->CC,22.626,circulando
416.0,24960,SFE B1,20842,L1,LJ->TH,8.467,circulando
416.0,24960,SFE B2,20207,L1,LJ->TH,84.996,circulando
416.0,24960,SFE B3,20397,L1,LJ->TH,46.917,circulando
416.0,24960,UT 1,20301,L1,LJ->TH,68.521,circulando
416.0,24960,UT 2,20300,L1,TH->LJ,68.521,circulando
416.0,24960,SFE 10,,,,,cochera:CORONEL
416.0,24960,SFE 11,,,,,cochera:CORONEL
416.0,24960,SFE 8,,,,,cochera:CORONEL
416.0,24960,SFE 9,,,,,cochera:CORONEL
416.0,24960,SFE 2,,,,,cochera:CONCEPCIÓN
416.0,24960,SFE 7,,,,,cochera:Cristo Redentor
418.0,25080,SFE 1,20001,L2,CC->CW,8.385,circulando
418.0,25080,SFE 2,20003,L2,CC->CW,1.501,circulando
418.0,25080,SFE 3,20004,L2,CW->CC,3.839,circulando
418.0,25080,SFE 4,20196,L2,CW->CC,8.177,circulando
418.0,25080,SFE 5,20008,L2,CW->CC,13.581,circulando
418.0,25080,SFE 6,20010,L2,CW->CC,20.55,circulando
418.0,25080,SFE B1,20842,L1,LJ->TH,9.09,circulando
418.0,25080,SFE B3,20397,L1,LJ->TH,49.015,circulando
418.0,25080,UT 1,20301,L1,LJ->TH,68.521,circulando
418.0,25080,UT 2,20300,L1,TH->LJ,68.521,circulando
418.0,25080,SFE 10,,,,,cochera:CORONEL
418.0,25080,SFE 11,,,,,cochera:CORONEL
418.0,25080,SFE 8,,,,,cochera:CORONEL
418.0,25080,SFE 9,,,,,cochera:CORONEL
418.0,25080,SFE 7,,,,,cochera:Cristo Redentor
418.0,25080,SFE B2,,,,,cochera:Mercado
420.0,25200,SFE 1,20001,L2,CC->CW,9.299,circulando
420.0,25200,SFE 2,20003,L2,CC->CW,2.502,circulando
420.0,25200,SFE 3,20004,L2,CW->CC,3.184,circulando
420.0,25200,SFE 4,20196,L2,CW->CC,7.045,circulando
420.0,25200,SFE 5,20008,L2,CW->CC,12.001,circulando
420.0,25200,SFE 6,20010,L2,CW->CC,18.473,circulando
420.0,25200,SFE B1,20842,L1,LJ->TH,10.337,circulando
420.0,25200,SFE B3,20397,L1,LJ->TH,51.112,circulando
420.0,25200,UT 1,20301,L1,LJ->TH,68.521,circulando
420.0,25200,UT 2,20300,L1,TH->LJ,67.609,circulando
420.0,25200,SFE 10,,,,,cochera:CORONEL
420.0,25200,SFE 11,,,,,cochera:CORONEL
420.0,25200,SFE 8,,,,,cochera:CORONEL
420.0,25200,SFE 9,,,,,cochera:CORONEL
420.0,25200,SFE 7,,,,,cochera:Cristo Redentor
420.0,25200,SFE B2,,,,,cochera:Mercado
422.0,25320,SFE 1,20001,L2,CC->CW,10.161,circulando
422.0,25320,SFE 2,20003,L2,CC->CW,3.504,circulando
422.0,25320,SFE 3,20004,L2,CW->CC,2.31,circulando
422.0,25320,SFE 4,20196,L2,CW->CC,5.686,circulando
422.0,25320,SFE 5,20008,L2,CW->CC,10.832,circulando
422.0,25320,SFE 6,20010,L2,CW->CC,17.138,circulando
422.0,25320,SFE 7,20198,L2,CW->CC,23.804,circulando
422.0,25320,SFE B1,20842,L1,LJ->TH,11.584,circulando
422.0,25320,SFE B2,20841,L1,TH->LJ,84.261,circulando
422.0,25320,SFE B3,20397,L1,LJ->TH,53.21,circulando
422.0,25320,UT 1,20301,L1,LJ->TH,70.264,circulando
422.0,25320,UT 2,20300,L1,TH->LJ,65.784,circulando
422.0,25320,SFE 10,,,,,cochera:CORONEL
422.0,25320,SFE 11,,,,,cochera:CORONEL
422.0,25320,SFE 8,,,,,cochera:CORONEL
422.0,25320,SFE 9,,,,,cochera:CORONEL
424.0,25440,SFE 1,20001,L2,CC->CW,11.026,circulando
424.0,25440,SFE 2,20003,L2,CC->CW,4.435,circulando
424.0,25440,SFE 3,20004,L2,CW->CC,1.437,circulando
424.0,25440,SFE 4,20196,L2,CW->CC,4.532,circulando
424.0,25440,SFE 5,20008,L2,CW->CC,9.909,circulando
424.0,25440,SFE 6,20010,L2,CW->CC,16.066,circulando
424.0,25440,SFE 7,20198,L2,CW->CC,21.448,circulando
424.0,25440,SFE B1,20842,L1,LJ->TH,12.831,circulando
424.0,25440,SFE B2,20841,L1,TH->LJ,82.79,circulando
424.0,25440,SFE B3,20397,L1,LJ->TH,54.617,circulando
424.0,25440,UT 1,20301,L1,LJ->TH,72.007,circulando
424.0,25440,UT 2,20300,L1,TH->LJ,63.959,circulando
424.0,25440,SFE 10,,,,,cochera:CORONEL
424.0,25440,SFE 11,,,,,cochera:CORONEL
424.0,25440,SFE 8,,,,,cochera:CORONEL
424.0,25440,SFE 9,,,,,cochera:CORONEL
426.0,25560,SFE 1,20001,L2,CC->CW,12.759,circulando
426.0,25560,SFE 2,20003,L2,CC->CW,5.631,circulando
426.0,25560,SFE 4,20196,L2,CW->CC,3.621,circulando
426.0,25560,SFE 5,20008,L2,CW->CC,9.089,circulando
426.0,25560,SFE 6,20010,L2,CW->CC,15.226,circulando
426.0,25560,SFE 7,20198,L2,CW->CC,19.154,circulando
426.0,25560,SFE 8,20014,L2,CW->CC,27.355,circulando
426.0,25560,SFE B1,20842,L1,LJ->TH,14.077,circulando
426.0,25560,SFE B2,20841,L1,TH->LJ,82.313,circulando
426.0,25560,SFE B3,20397,L1,LJ->TH,55.32,circulando
426.0,25560,UT 1,20301,L1,LJ->TH,72.878,circulando
426.0,25560,UT 2,20300,L1,TH->LJ,62.135,circulando
426.0,25560,SFE 10,,,,,cochera:CORONEL
426.0,25560,SFE 11,,,,,cochera:CORONEL
426.0,25560,SFE 9,,,,,cochera:CORONEL
426.0,25560,SFE 3,,,,,cochera:CONCEPCIÓN
428.0,25680,SFE 1,20001,L2,CC->CW,13.945,circulando
428.0,25680,SFE 2,20003,L2,CC->CW,7.125,circulando
428.0,25680,SFE 4,20196,L2,CW->CC,2.747,circulando
428.0,25680,SFE 5,20008,L2,CW->CC,8.177,circulando
428.0,25680,SFE 6,20010,L2,CW->CC,14.387,circulando
428.0,25680,SFE 7,20198,L2,CW->CC,17.805,circulando
428.0,25680,SFE 8,20014,L2,CW->CC,26.025,circulando
428.0,25680,SFE B1,20842,L1,LJ->TH,15.324,circulando
428.0,25680,SFE B2,20841,L1,TH->LJ,81.36,circulando
428.0,25680,SFE B3,20397,L1,LJ->TH,56.983,circulando
428.0,25680,UT 1,20301,L1,LJ->TH,74.999,circulando
428.0,25680,UT 2,20300,L1,TH->LJ,60.31,circulando
428.0,25680,SFE 10,,,,,cochera:CORONEL
428.0,25680,SFE 11,,,,,cochera:CORONEL
428.0,25680,SFE 9,,,,,cochera:CORONEL
428.0,25680,SFE 3,,,,,cochera:CONCEPCIÓN
430.0,25800,SFE 1,20001,L2,CC->CW,14.822,circulando
430.0,25800,SFE 2,20003,L2,CC->CW,8.385,circulando
430.0,25800,SFE 4,20196,L2,CW->CC,1.874,circulando
430.0,25800,SFE 5,20008,L2,CW->CC,7.045,circulando
430.0,25800,SFE 6,20010,L2,CW->CC,13.581,circulando
430.0,25800,SFE 7,20198,L2,CW->CC,16.471,circulando
430.0,25800,SFE 8,20014,L2,CW->CC,24.915,circulando
430.0,25800,SFE B1,20842,L1,LJ->TH,15.947,circulando
430.0,25800,SFE B2,20841,L1,TH->LJ,80.287,circulando
430.0,25800,SFE B3,20397,L1,LJ->TH,57.815,circulando
430.0,25800,UT 1,20301,L1,LJ->TH,76.06,circulando
430.0,25800,UT 2,20300,L1,TH->LJ,59.478,circulando
430.0,25800,SFE 10,,,,,cochera:CORONEL
430.0,25800,SFE 11,,,,,cochera:CORONEL
430.0,25800,SFE 9,,,,,cochera:CORONEL
430.0,25800,SFE 3,,,,,cochera:CONCEPCIÓN
432.0,25920,SFE 1,20001,L2,CC->CW,15.699,circulando
432.0,25920,SFE 2,20003,L2,CC->CW,9.299,circulando
432.0,25920,SFE 4,20196,L2,CW->CC,1.0,circulando
432.0,25920,SFE 5,20008,L2,CW->CC,5.686,circulando
432.0,25920,SFE 6,20010,L2,CW->CC,12.001,circulando
432.0,25920,SFE 7,20198,L2,CW->CC,15.646,circulando
432.0,25920,SFE 8,20014,L2,CW->CC,23.804,circulando
432.0,25920,SFE B1,20842,L1,LJ->TH,17.192,circulando
432.0,25920,SFE B2,20841,L1,TH->LJ,79.215,circulando
432.0,25920,SFE B3,20397,L1,LJ->TH,58.647,circulando
432.0,25920,UT 1,20301,L1,LJ->TH,78.163,circulando
432.0,25920,UT 2,20300,L1,TH->LJ,58.647,circulando
432.0,25920,SFE 10,,,,,cochera:CORONEL
432.0,25920,SFE 11,,,,,cochera:CORONEL
432.0,25920,SFE 9,,,,,cochera:CORONEL
432.0,25920,SFE 3,,,,,cochera:CONCEPCIÓN
434.0,26040,SFE 1,20001,L2,CC->CW,16.604,circulando
434.0,26040,SFE 2,20003,L2,CC->CW,10.161,circulando
434.0,26040,SFE 3,20005,L2,CC->CW,1.501,circulando
434.0,26040,SFE 5,20008,L2,CW->CC,4.532,circulando
434.0,26040,SFE 6,20010,L2,CW->CC,10.832,circulando
434.0,26040,SFE 7,20198,L2,CW->CC,14.807,circulando
434.0,26040,SFE 8,20014,L2,CW->CC,21.448,circulando
434.0,26040,SFE B1,20842,L1,LJ->TH,18.438,circulando
434.0,26040,SFE B2,20841,L1,TH->LJ,77.112,circulando
434.0,26040,SFE B3,20397,L1,LJ->TH,60.31,circulando
434.0,26040,UT 1,20301,L1,LJ->TH,79.215,circulando
434.0,26040,UT 2,20300,L1,TH->LJ,56.983,circulando
434.0,26040,SFE 10,,,,,cochera:CORONEL
434.0,26040,SFE 11,,,,,cochera:CORONEL
434.0,26040,SFE 9,,,,,cochera:CORONEL
434.0,26040,SFE 4,,,,,cochera:CONCEPCIÓN
436.0,26160,SFE 1,20001,L2,CC->CW,17.997,circulando
436.0,26160,SFE 2,20003,L2,CC->CW,11.026,circulando
436.0,26160,SFE 3,20005,L2,CC->CW,2.502,circulando
436.0,26160,SFE 5,20008,L2,CW->CC,3.621,circulando
436.0,26160,SFE 6,20010,L2,CW->CC,9.909,circulando
436.0,26160,SFE 7,20198,L2,CW->CC,13.967,circulando
436.0,26160,SFE 8,20014,L2,CW->CC,19.154,circulando
436.0,26160,SFE B1,20842,L1,LJ->TH,19.684,circulando
436.0,26160,SFE B2,20841,L1,TH->LJ,76.06,circulando
436.0,26160,SFE B3,20397,L1,LJ->TH,61.131,circulando
436.0,26160,UT 1,20301,L1,LJ->TH,81.36,circulando
436.0,26160,UT 2,20300,L1,TH->LJ,56.151,circulando
436.0,26160,SFE 10,,,,,cochera:CORONEL
436.0,26160,SFE 11,,,,,cochera:CORONEL
436.0,26160,SFE 9,,,,,cochera:CORONEL
436.0,26160,SFE 4,,,,,cochera:CONCEPCIÓN
438.0,26280,SFE 1,20001,L2,CC->CW,19.718,circulando
438.0,26280,SFE 2,20003,L2,CC->CW,12.759,circulando
438.0,26280,SFE 3,20005,L2,CC->CW,3.504,circulando
438.0,26280,SFE 5,20008,L2,CW->CC,2.747,circulando
438.0,26280,SFE 6,20010,L2,CW->CC,9.089,circulando
438.0,26280,SFE 7,20198,L2,CW->CC,12.904,circulando
438.0,26280,SFE 8,20014,L2,CW->CC,17.805,circulando
438.0,26280,SFE 9,20016,L2,CW->CC,26.69,circulando
438.0,26280,SFE B1,20842,L1,LJ->TH,20.929,circulando
438.0,26280,SFE B2,20841,L1,TH->LJ,73.939,circulando
438.0,26280,SFE B3,20397,L1,LJ->TH,62.773,circulando
438.0,26280,UT 1,20301,L1,LJ->TH,81.837,circulando
438.0,26280,UT 2,20300,L1,TH->LJ,55.32,circulando
438.0,26280,SFE 10,,,,,cochera:CORONEL
438.0,26280,SFE 11,,,,,cochera:CORONEL
438.0,26280,SFE 4,,,,,cochera:CONCEPCIÓN
440.0,26400,SFE 1,20001,L2,CC->CW,22.104,circulando
440.0,26400,SFE 2,20003,L2,CC->CW,13.945,circulando
440.0,26400,SFE 3,20005,L2,CC->CW,4.435,circulando
440.0,26400,SFE 5,20008,L2,CW->CC,1.874,circulando
440.0,26400,SFE 6,20010,L2,CW->CC,8.177,circulando
440.0,26400,SFE 7,20198,L2,CW->CC,11.098,circulando
440.0,26400,SFE 8,20014,L2,CW->CC,16.471,circulando
440.0,26400,SFE 9,20016,L2,CW->CC,25.58,circulando
440.0,26400,SFE B1,20842,L1,LJ->TH,22.175,circulando
440.0,26400,SFE B2,20841,L1,TH->LJ,72.878,circulando
440.0,26400,SFE B3,20397,L1,LJ->TH,64.416,circulando
440.0,26400,UT 1,20301,L1,LJ->TH,82.79,circulando
440.0,26400,UT 2,20300,L1,TH->LJ,53.913,circulando
440.0,26400,SFE 10,,,,,cochera:CORONEL
440.0,26400,SFE 11,,,,,cochera:CORONEL
440.0,26400,SFE 4,,,,,cochera:CONCEPCIÓN
442.0,26520,SFE 1,20001,L2,CC->CW,24.038,circulando
442.0,26520,SFE 2,20003,L2,CC->CW,14.822,circulando
442.0,26520,SFE 3,20005,L2,CC->CW,5.631,circulando
442.0,26520,SFE 4,20351,L1,LJ->TH,69.392,circulando
442.0,26520,SFE 5,20008,L2,CW->CC,1.0,circulando
442.0,26520,SFE 6,20010,L2,CW->CC,7.045,circulando
442.0,26520,SFE 7,20198,L2,CW->CC,10.37,circulando
442.0,26520,SFE 8,20014,L2,CW->CC,15.646,circulando
442.0,26520,SFE 9,20016,L2,CW->CC,24.25,circulando
442.0,26520,SFE B1,20842,L1,LJ->TH,22.798,circulando
442.0,26520,SFE B2,20841,L1,TH->LJ,71.135,circulando
442.0,26520,SFE B3,20397,L1,LJ->TH,66.058,circulando
442.0,26520,UT 1,20301,L1,LJ->TH,83.525,circulando
442.0,26520,UT 2,20300,L1,TH->LJ,52.161,circulando
442.0,26520,SFE 10,,,,,cochera:CORONEL
442.0,26520,SFE 11,,,,,cochera:CORONEL
444.0,26640,SFE 1,20001,L2,CC->CW,25.459,circulando
444.0,26640,SFE 10,20018,L2,CW->CC,27.355,circulando
444.0,26640,SFE 2,20003,L2,CC->CW,15.699,circulando
444.0,26640,SFE 3,20005,L2,CC->CW,7.125,circulando
444.0,26640,SFE 4,20351,L1,LJ->TH,71.135,circulando
444.0,26640,SFE 6,20010,L2,CW->CC,5.686,circulando
444.0,26640,SFE 7,20198,L2,CW->CC,9.583,circulando
444.0,26640,SFE 8,20014,L2,CW->CC,14.807,circulando
444.0,26640,SFE 9,20016,L2,CW->CC,22.626,circulando
444.0,26640,SFE B1,20842,L1,LJ->TH,24.265,circulando
444.0,26640,SFE B2,20841,L1,TH->LJ,69.392,circulando
444.0,26640,SFE B3,20397,L1,LJ->TH,67.7,circulando
444.0,26640,UT 1,20301,L1,LJ->TH,84.996,circulando
444.0,26640,UT 2,20300,L1,TH->LJ,50.064,circulando
