t_min,t_s,unidad,servicio,tramo,sentido,dist_km,estado
1212.0,72720,SFE 11,20332,L1,TH->LJ,79.215,circulando
1212.0,72720,SFE 3,20101,L2,CC->CW,25.58,circulando
1212.0,72720,SFE 5,20107,L2,CC->CW,7.628,circulando
1212.0,72720,SFE 7,20110,L2,CW->CC,7.494,circulando
1212.0,72720,SFE 8,20114,L2,CW->CC,26.69,circulando
1212.0,72720,SFE 9,20105,L2,CC->CW,15.699,circulando
1212.0,72720,SFE B2,20330,L1,TH->LJ,58.647,circulando
1212.0,72720,UT 1,20333,L1,LJ->TH,56.983,circulando
1212.0,72720,SFE 1,,,,,cochera:CONCEPCIÓN
1212.0,72720,SFE 2,,,,,cochera:CORONEL
1212.0,72720,SFE 4,,,,,cochera:CORONEL
1212.0,72720,SFE 6,,,,,cochera:HUALQUI
1212.0,72720,SFE B1,,,,,cochera:LAJA
1212.0,72720,SFE B3,,,,,cochera:El Arenal
1212.0,72720,UT 2,,,,,cochera:OMER HUET
1214.0,72840,SFE 10,20112,L2,CW->CC,16.063,circulando
1214.0,72840,SFE 11,20332,L1,TH->LJ,77.112,circulando
1214.0,72840,SFE 3,20101,L2,CC->CW,26.69,circulando
1214.0,72840,SFE 5,20107,L2,CC->CW,8.768,circulando
1214.0,72840,SFE 7,20110,L2,CW->CC,6.366,circulando
1214.0,72840,SFE 8,20114,L2,CW->CC,25.58,circulando
1214.0,72840,SFE 9,20105,L2,CC->CW,16.604,circulando
1214.0,72840,SFE B2,20330,L1,TH->LJ,56.983,circulando
1214.0,72840,UT 1,20333,L1,LJ->TH,57.815,circulando
1214.0,72840,SFE 1,,,,,cochera:CONCEPCIÓN
1214.0,72840,SFE 2,,,,,cochera:CORONEL
1214.0,72840,SFE 4,,,,,cochera:CORONEL
1214.0,72840,SFE 6,,,,,cochera:HUALQUI
1214.0,72840,SFE B1,,,,,cochera:LAJA
1214.0,72840,SFE B3,,,,,cochera:El Arenal
1214.0,72840,UT 2,,,,,cochera:OMER HUET
1216.0,72960,SFE 1,20109,L2,CC->CW,1.501,circulando
1216.0,72960,SFE 10,20112,L2,CW->CC,15.187,circulando
1216.0,72960,SFE 11,20332,L1,TH->LJ,76.06,circulando
1216.0,72960,SFE 5,20107,L2,CC->CW,9.83,circulando
1216.0,72960,SFE 7,20110,L2,CW->CC,5.225,circulando
1216.0,72960,SFE 8,20114,L2,CW->CC,24.25,circulando
1216.0,72960,SFE 9,20105,L2,CC->CW,17.997,circulando
1216.0,72960,SFE B2,20330,L1,TH->LJ,56.151,circulando
1216.0,72960,UT 1,20333,L1,LJ->TH,58.647,circulando
1216.0,72960,SFE 2,,,,,cochera:CORONEL
1216.0,72960,SFE 3,,,,,cochera:CORONEL
1216.0,72960,SFE 4,,,,,cochera:CORONEL
1216.0,72960,SFE 6,,,,,cochera:HUALQUI
1216.0,72960,SFE B1,,,,,cochera:LAJA
1216.0,72960,SFE B3,,,,,cochera:El Arenal
1216.0,72960,UT 2,,,,,cochera:OMER HUET
1218.0,73080,SFE 1,20109,L2,CC->CW,2.502,circulando
1218.0,73080,SFE 10,20112,L2,CW->CC,14.312,circulando
1218.0,73080,SFE 11,20332,L1,TH->LJ,73.939,circulando
1218.0,73080,SFE 5,20107,L2,CC->CW,10.655,circulando
1218.0,73080,SFE 7,20110,L2,CW->CC,3.839,circulando
1218.0,73080,SFE 8,20114,L2,CW->CC,22.626,circulando
1218.0,73080,SFE 9,20105,L2,CC->CW,19.718,circulando
1218.0,73080,SFE B2,20330,L1,TH->LJ,55.32,circulando
1218.0,73080,UT 1,20333,L1,LJ->TH,60.31,circulando
1218.0,73080,SFE 2,,,,,cochera:CORONEL
1218.0,73080,SFE 3,,,,,cochera:CORONEL
1218.0,73080,SFE 4,,,,,cochera:CORONEL
1218.0,73080,SFE 6,,,,,cochera:HUALQUI
1218.0,73080,SFE B1,,,,,cochera:LAJA
1218.0,73080,SFE B3,,,,,cochera:El Arenal
1218.0,73080,UT 2,,,,,cochera:OMER HUET
1220.0,73200,SFE 1,20109,L2,CC->CW,3.504,circulando
1220.0,73200,SFE 10,20112,L2,CW->CC,13.581,circulando
1220.0,73200,SFE 11,20332,L1,TH->LJ,72.878,circulando
1220.0,73200,SFE 5,20107,L2,CC->CW,11.769,circulando
1220.0,73200,SFE 7,20110,L2,CW->CC,3.184,circulando
1220.0,73200,SFE 8,20114,L2,CW->CC,20.55,circulando
1220.0,73200,SFE 9,20105,L2,CC->CW,22.104,circulando
1220.0,73200,SFE B2,20330,L1,TH->LJ,53.913,circulando
1220.0,73200,UT 1,20333,L1,LJ->TH,61.222,circulando
1220.0,73200,SFE 2,,,,,cochera:CORONEL
1220.0,73200,SFE 3,,,,,cochera:CORONEL
1220.0,73200,SFE 4,,,,,cochera:CORONEL
1220.0,73200,SFE 6,,,,,cochera:HUALQUI
1220.0,73200,SFE B1,,,,,cochera:LAJA
1220.0,73200,SFE B3,,,,,cochera:El Arenal
1220.0,73200,UT 2,,,,,cochera:OMER HUET
1222.0,73320,SFE 1,20109,L2,CC->CW,4.435,circulando
1222.0,73320,SFE 10,20112,L2,CW->CC,11.6,circulando
1222.0,73320,SFE 11,20332,L1,TH->LJ,71.135,circulando
1222.0,73320,SFE 5,20107,L2,CC->CW,13.581,circulando
1222.0,73320,SFE 7,20110,L2,CW->CC,2.31,circulando
1222.0,73320,SFE 8,20114,L2,CW->CC,18.473,circulando
1222.0,73320,SFE 9,20105,L2,CC->CW,24.038,circulando
1222.0,73320,SFE B2,20330,L1,TH->LJ,52.161,circulando
1222.0,73320,UT 1,20333,L1,LJ->TH,63.047,circulando
1222.0,73320,SFE 2,,,,,cochera:CORONEL
1222.0,73320,SFE 3,,,,,cochera:CORONEL
1222.0,73320,SFE 4,,,,,cochera:CORONEL
1222.0,73320,SFE 6,,,,,cochera:HUALQUI
1222.0,73320,SFE B1,,,,,cochera:LAJA
1222.0,73320,SFE B3,,,,,cochera:El Arenal
1222.0,73320,UT 2,,,,,cochera:OMER HUET
1224.0,73440,SFE 1,20109,L2,CC->CW,5.631,circulando
1224.0,73440,SFE 10,20112,L2,CW->CC,10.571,circulando
1224.0,73440,SFE 11,20332,L1,TH->LJ,69.392,circulando
1224.0,73440,SFE 5,20107,L2,CC->CW,14.383,circulando
1224.0,73440,SFE 7,20110,L2,CW->CC,1.437,circulando
1224.0,73440,SFE 8,20114,L2,CW->CC,17.138,circulando
1224.0,73440,SFE 9,20105,L2,CC->CW,25.459,circulando
1224.0,73440,SFE B2,20330,L1,TH->LJ,50.064,circulando
1224.0,73440,UT 1,20333,L1,LJ->TH,64.872,circulando
1224.0,73440,SFE 2,,,,,cochera:CORONEL
1224.0,73440,SFE 3,,,,,cochera:CORONEL
1224.0,73440,SFE 4,,,,,cochera:CORONEL
1224.0,73440,SFE 6,,,,,cochera:HUALQUI
1224.0,73440,SFE B1,,,,,cochera:LAJA
1224.0,73440,SFE B3,,,,,cochera:El Arenal
1224.0,73440,UT 2,,,,,cochera:OMER HUET
1226.0,73560,SFE 1,20109,L2,CC->CW,7.125,circulando
1226.0,73560,SFE 10,20112,L2,CW->CC,9.74,circulando
1226.0,73560,SFE 11,20332,L1,TH->LJ,68.521,circulando
1226.0,73560,SFE 5,20107,L2,CC->CW,15.26,circulando
1226.0,73560,SFE 8,20114,L2,CW->CC,16.066,circulando
1226.0,73560,SFE 9,20105,L2,CC->CW,26.645,circulando
1226.0,73560,SFE B2,20330,L1,TH->LJ,47.966,circulando
1226.0,73560,UT 1,20333,L1,LJ->TH,66.696,circulando
1226.0,73560,SFE 2,,,,,cochera:CORONEL
1226.0,73560,SFE 3,,,,,cochera:CORONEL
1226.0,73560,SFE 4,,,,,cochera:CORONEL
1226.0,73560,SFE 6,,,,,cochera:HUALQUI
1226.0,73560,SFE 7,,,,,cochera:CONCEPCIÓN
1226.0,73560,SFE B1,,,,,cochera:LAJA
1226.0,73560,SFE B3,,,,,cochera:El Arenal
1226.0,73560,UT 2,,,,,cochera:OMER HUET
1228.0,73680,SFE 1,20109,L2,CC->CW,8.385,circulando
1228.0,73680,SFE 10,20112,L2,CW->CC,8.677,circulando
1228.0,73680,SFE 11,20332,L1,TH->LJ,68.521,circulando
1228.0,73680,SFE 5,20107,L2,CC->CW,16.137,circulando
1228.0,73680,SFE 8,20114,L2,CW->CC,15.226,circulando
1228.0,73680,UT 1,20333,L1,LJ->TH,68.521,circulando
1228.0,73680,SFE 2,,,,,cochera:CORONEL
1228.0,73680,SFE 3,,,,,cochera:CORONEL
1228.0,73680,SFE 4,,,,,cochera:CORONEL
1228.0,73680,SFE 9,,,,,cochera:CORONEL
1228.0,73680,SFE 6,,,,,cochera:HUALQUI
1228.0,73680,SFE B2,,,,,cochera:HUALQUI
1228.0,73680,SFE 7,,,,,cochera:CONCEPCIÓN
1228.0,73680,SFE B1,,,,,cochera:LAJA
1228.0,73680,SFE B3,,,,,cochera:El Arenal
1228.0,73680,UT 2,,,,,cochera:OMER HUET
1230.0,73800,SFE 1,20109,L2,CC->CW,9.299,circulando
1230.0,73800,SFE 10,20112,L2,CW->CC,7.561,circulando
1230.0,73800,SFE 11,20332,L1,TH->LJ,67.609,circulando
1230.0,73800,SFE 5,20107,L2,CC->CW,17.3,circulando
1230.0,73800,SFE 7,20111,L2,CC->CW,1.0,circulando
1230.0,73800,SFE 8,20114,L2,CW->CC,14.387,circulando
1230.0,73800,SFE 9,20116,L2,CW->CC,27.355,circulando
1230.0,73800,SFE B1,20862,L1,LJ->TH,1.6,circulando
1230.0,73800,UT 1,20333,L1,LJ->TH,68.521,circulando
1230.0,73800,SFE 2,,,,,cochera:CORONEL
1230.0,73800,SFE 3,,,,,cochera:CORONEL
1230.0,73800,SFE 4,,,,,cochera:CORONEL
1230.0,73800,SFE 6,,,,,cochera:HUALQUI
1230.0,73800,SFE B2,,,,,cochera:HUALQUI
1230.0,73800,SFE B3,,,,,cochera:El Arenal
1230.0,73800,UT 2,,,,,cochera:OMER HUET
1232.0,73920,SFE 1,20109,L2,CC->CW,10.161,circulando
1232.0,73920,SFE 10,20112,L2,CW->CC,6.318,circulando
1232.0,73920,SFE 11,20332,L1,TH->LJ,65.784,circulando
1232.0,73920,SFE 5,20107,L2,CC->CW,18.693,circulando
1232.0,73920,SFE 7,20111,L2,CC->CW,2.001,circulando
1232.0,73920,SFE 8,20114,L2,CW->CC,13.581,circulando
1232.0,73920,SFE 9,20116,L2,CW->CC,25.888,circulando
1232.0,73920,SFE B1,20862,L1,LJ->TH,2.4,circulando
1232.0,73920,UT 1,20333,L1,LJ->TH,68.521,circulando
1232.0,73920,SFE 2,,,,,cochera:CORONEL
1232.0,73920,SFE 3,,,,,cochera:CORONEL
1232.0,73920,SFE 4,,,,,cochera:CORONEL
1232.0,73920,SFE 6,,,,,cochera:HUALQUI
1232.0,73920,SFE B2,,,,,cochera:HUALQUI
1232.0,73920,SFE B3,,,,,cochera:El Arenal
1232.0,73920,UT 2,,,,,cochera:OMER HUET
1234.0,74040,SFE 1,20109,L2,CC->CW,11.026,circulando
1234.0,74040,SFE 10,20112,L2,CW->CC,5.091,circulando
1234.0,74040,SFE 11,20332,L1,TH->LJ,63.959,circulando
1234.0,74040,SFE 5,20107,L2,CC->CW,21.248,circulando
1234.0,74040,SFE 7,20111,L2,CC->CW,3.003,circulando
1234.0,74040,SFE 8,20114,L2,CW->CC,12.001,circulando
1234.0,74040,SFE 9,20116,L2,CW->CC,24.663,circulando
1234.0,74040,SFE B1,20862,L1,LJ->TH,3.2,circulando
1234.0,74040,UT 1,20333,L1,LJ->TH,68.521,circulando
1234.0,74040,SFE 2,,,,,cochera:CORONEL
1234.0,74040,SFE 3,,,,,cochera:CORONEL
1234.0,74040,SFE 4,,,,,cochera:CORONEL
1234.0,74040,SFE 6,,,,,cochera:HUALQUI
1234.0,74040,SFE B2,,,,,cochera:HUALQUI
1234.0,74040,SFE B3,,,,,cochera:El Arenal
1234.0,74040,UT 2,,,,,cochera:OMER HUET
1236.0,74160,SFE 1,20109,L2,CC->CW,12.759,circulando
1236.0,74160,SFE 10,20112,L2,CW->CC,3.839,circulando
1236.0,74160,SFE 11,20332,L1,TH->LJ,62.135,circulando
1236.0,74160,SFE 5,20107,L2,CC->CW,23.382,circulando
1236.0,74160,SFE 7,20111,L2,CC->CW,3.839,circulando
1236.0,74160,SFE 8,20114,L2,CW->CC,10.832,circulando
1236.0,74160,SFE 9,20116,L2,CW->CC,23.165,circulando
1236.0,74160,SFE B1,20862,L1,LJ->TH,4.0,circulando
1236.0,74160,UT 1,20333,L1,LJ->TH,68.521,circulando
1236.0,74160,SFE 2,,,,,cochera:CORONEL
1236.0,74160,SFE 3,,,,,cochera:CORONEL
1236.0,74160,SFE 4,,,,,cochera:CORONEL
1236.0,74160,SFE 6,,,,,cochera:HUALQUI
1236.0,74160,SFE B2,,,,,cochera:HUALQUI
1236.0,74160,SFE B3,,,,,cochera:El Arenal
1236.0,74160,UT 2,,,,,cochera:OMER HUET
1238.0,74280,SFE 1,20109,L2,CC->CW,13.945,circulando
1238.0,74280,SFE 10,20112,L2,CW->CC,2.975,circulando
1238.0,74280,SFE 11,20332,L1,TH->LJ,60.31,circulando
1238.0,74280,SFE 5,20107,L2,CC->CW,24.749,circulando
1238.0,74280,SFE 7,20111,L2,CC->CW,5.154,circulando
1238.0,74280,SFE 8,20114,L2,CW->CC,9.909,circulando
1238.0,74280,SFE 9,20116,L2,CW->CC,20.988,circulando
1238.0,74280,SFE B1,20862,L1,LJ->TH,4.406,circulando
1238.0,74280,UT 1,20333,L1,LJ->TH,68.521,circulando
1238.0,74280,SFE 2,,,,,cochera:CORONEL
1238.0,74280,SFE 3,,,,,cochera:CORONEL
1238.0,74280,SFE 4,,,,,cochera:CORONEL
1238.0,74280,SFE 6,,,,,cochera:HUALQUI
1238.0,74280,SFE B2,,,,,cochera:HUALQUI
1238.0,74280,SFE B3,,,,,cochera:El Arenal
1238.0,74280,UT 2,,,,,cochera:OMER HUET
1240.0,74400,SFE 1,20109,L2,CC->CW,14.822,circulando
1240.0,74400,SFE 10,20112,L2,CW->CC,1.987,circulando
1240.0,74400,SFE 11,20332,L1,TH->LJ,59.478,circulando
1240.0,74400,SFE 5,20107,L2,CC->CW,25.935,circulando
1240.0,74400,SFE 7,20111,L2,CC->CW,6.378,circulando
1240.0,74400,SFE 8,20114,L2,CW->CC,9.089,circulando
1240.0,74400,SFE 9,20116,L2,CW->CC,18.575,circulando
1240.0,74400,SFE B1,20862,L1,LJ->TH,5.218,circulando
1240.0,74400,UT 1,20333,L1,LJ->TH,68.521,circulando
1240.0,74400,SFE 2,,,,,cochera:CORONEL
1240.0,74400,SFE 3,,,,,cochera:CORONEL
1240.0,74400,SFE 4,,,,,cochera:CORONEL
1240.0,74400,SFE 6,,,,,cochera:HUALQUI
1240.0,74400,SFE B2,,,,,cochera:HUALQUI
1240.0,74400,SFE B3,,,,,cochera:El Arenal
1240.0,74400,UT 2,,,,,cochera:OMER HUET
1242.0,74520,SFE 1,20109,L2,CC->CW,15.699,circulando
1242.0,74520,SFE 10,20112,L2,CW->CC,1.0,circulando
1242.0,74520,SFE 11,20332,L1,TH->LJ,58.647,circulando
1242.0,74520,SFE 5,20107,L2,CC->CW,27.355,circulando
1242.0,74520,SFE 7,20111,L2,CC->CW,7.628,circulando
1242.0,74520,SFE 8,20114,L2,CW->CC,8.177,circulando
1242.0,74520,SFE 9,20116,L2,CW->CC,17.182,circulando
1242.0,74520,SFE B1,20862,L1,LJ->TH,6.03,circulando
1242.0,74520,UT 1,20333,L1,LJ->TH,68.521,circulando
1242.0,74520,SFE 2,,,,,cochera:CORONEL
1242.0,74520,SFE 3,,,,,cochera:CORONEL
1242.0,74520,SFE 4,,,,,cochera:CORONEL
1242.0,74520,SFE 6,,,,,cochera:HUALQUI
1242.0,74520,SFE B2,,,,,cochera:HUALQUI
1242.0,74520,SFE B3,,,,,cochera:El Arenal
1242.0,74520,UT 2,,,,,cochera:OMER HUET
1244.0,74640,SFE 1,20109,L2,CC->CW,16.604,circulando
1244.0,74640,SFE 11,20332,L1,TH->LJ,56.983,circulando
1244.0,74640,SFE 7,20111,L2,CC->CW,8.768,circulando
1244.0,74640,SFE 8,20114,L2,CW->CC,7.045,circulando
1244.0,74640,SFE 9,20116,L2,CW->CC,16.063,circulando
1244.0,74640,SFE B1,20862,L1,LJ->TH,6.843,circulando
1244.0,74640,UT 1,20333,L1,LJ->TH,69.392,circulando
1244.0,74640,SFE 10,,,,,cochera:CONCEPCIÓN
1244.0,74640,SFE 2,,,,,cochera:CORONEL
1244.0,74640,SFE 3,,,,,cochera:CORONEL
1244.0,74640,SFE 4,,,,,cochera:CORONEL
1244.0,74640,SFE 5,,,,,cochera:CORONEL
1244.0,74640,SFE 6,,,,,cochera:HUALQUI
1244.0,74640,SFE B2,,,,,cochera:HUALQUI
1244.0,74640,SFE B3,,,,,cochera:El Arenal
1244.0,74640,UT 2,,,,,cochera:OMER HUET
1246.0,74760,SFE 1,20109,L2,CC->CW,17.997,circulando
1246.0,74760,SFE 10,20113,L2,CC->CW,1.501,circulando
1246.0,74760,SFE 11,20332,L1,TH->LJ,56.151,circulando
1246.0,74760,SFE 5,20120,L2,CW->CC,26.622,circulando
1246.0,74760,SFE 7,20111,L2,CC->CW,9.83,circulando
1246.0,74760,SFE 8,20114,L2,CW->CC,5.686,circulando
1246.0,74760,SFE 9,20116,L2,CW->CC,15.187,circulando
1246.0,74760,SFE B1,20862,L1,LJ->TH,7.655,circulando
1246.0,74760,UT 1,20333,L1,LJ->TH,71.135,circulando
1246.0,74760,SFE 2,,,,,cochera:CORONEL
1246.0,74760,SFE 3,,,,,cochera:CORONEL
1246.0,74760,SFE 4,,,,,cochera:CORONEL
1246.0,74760,SFE 6,,,,,cochera:HUALQUI
1246.0,74760,SFE B2,,,,,cochera:HUALQUI
1246.0,74760,SFE B3,,,,,cochera:El Arenal
1246.0,74760,UT 2,,,,,cochera:OMER HUET
1248.0,74880,SFE 1,20109,L2,CC->CW,19.718,circulando
1248.0,74880,SFE 10,20113,L2,CC->CW,2.502,circulando
1248.0,74880,SFE 11,20332,L1,TH->LJ,55.32,circulando
1248.0,74880,SFE 5,20120,L2,CW->CC,25.397,circulando
1248.0,74880,SFE 7,20111,L2,CC->CW,10.655,circulando
1248.0,74880,SFE 8,20114,L2,CW->CC,4.532,circulando
1248.0,74880,SFE 9,20116,L2,CW->CC,14.312,circulando
1248.0,74880,SFE B1,20862,L1,LJ->TH,8.467,circulando
1248.0,74880,SFE B3,20261,L1,LJ->TH,82.79,circulando
1248.0,74880,UT 1,20333,L1,LJ->TH,72.878,circulando
1248.0,74880,SFE 2,,,,,cochera:CORONEL
1248.0,74880,SFE 3,,,,,cochera:CORONEL
1248.0,74880,SFE 4,,,,,cochera:CORONEL
1248.0,74880,SFE 6,,,,,cochera:HUALQUI
1248.0,74880,SFE B2,,,,,cochera:HUALQUI
1248.0,74880,UT 2,,,,,cochera:OMER HUET
1250.0,75000,SFE 1,20109,L2,CC->CW,22.104,circulando
1250.0,75000,SFE 10,20113,L2,CC->CW,3.504,circulando
1250.0,75000,SFE 11,20332,L1,TH->LJ,53.913,circulando
1250.0,75000,SFE 5,20120,L2,CW->CC,23.929,circulando
1250.0,75000,SFE 7,20111,L2,CC->CW,11.769,circulando
1250.0,75000,SFE 8,20114,L2,CW->CC,3.621,circulando
1250.0,75000,SFE 9,20116,L2,CW->CC,13.581,circulando
1250.0,75000,SFE B1,20862,L1,LJ->TH,9.09,circulando
1250.0,75000,SFE B3,20261,L1,LJ->TH,84.261,circulando
1250.0,75000,UT 1,20333,L1,LJ->TH,73.939,circulando
1250.0,75000,SFE 2,,,,,cochera:CORONEL
1250.0,75000,SFE 3,,,,,cochera:CORONEL
1250.0,75000,SFE 4,,,,,cochera:CORONEL
1250.0,75000,SFE 6,,,,,cochera:HUALQUI
1250.0,75000,SFE B2,,,,,cochera:HUALQUI
1250.0,75000,UT 2,,,,,cochera:OMER HUET
1252.0,75120,SFE 1,20109,L2,CC->CW,24.038,circulando
1252.0,75120,SFE 10,20113,L2,CC->CW,4.435,circulando
1252.0,75120,SFE 11,20332,L1,TH->LJ,52.161,circulando
1252.0,75120,SFE 5,20120,L2,CW->CC,21.887,circulando
1252.0,75120,SFE 7,20111,L2,CC->CW,13.581,circulando
1252.0,75120,SFE 8,20114,L2,CW->CC,2.747,circulando
1252.0,75120,SFE 9,20116,L2,CW->CC,11.6,circulando
1252.0,75120,SFE B1,20862,L1,LJ->TH,10.337,circulando
1252.0,75120,UT 1,20333,L1,LJ->TH,76.06,circulando
1252.0,75120,SFE 2,,,,,cochera:CORONEL
1252.0,75120,SFE 3,,,,,cochera:CORONEL
1252.0,75120,SFE 4,,,,,cochera:CORONEL
1252.0,75120,SFE 6,,,,,cochera:HUALQUI
1252.0,75120,SFE B2,,,,,cochera:HUALQUI
1252.0,75120,SFE B3,,,,,cochera:Mercado
1252.0,75120,UT 2,,,,,cochera:OMER HUET
1254.0,75240,SFE 1,20109,L2,CC->CW,25.459,circulando
1254.0,75240,SFE 10,20113,L2,CC->CW,5.631,circulando
1254.0,75240,SFE 11,20332,L1,TH->LJ,50.064,circulando
1254.0,75240,SFE 5,20120,L2,CW->CC,19.458,circulando
1254.0,75240,SFE 7,20111,L2,CC->CW,14.383,circulando
1254.0,75240,SFE 8,20114,L2,CW->CC,1.874,circulando
1254.0,75240,SFE 9,20116,L2,CW->CC,10.571,circulando
1254.0,75240,SFE B1,20862,L1,LJ->TH,11.584,circulando
1254.0,75240,UT 1,20333,L1,LJ->TH,77.112,circulando
1254.0,75240,SFE 2,,,,,cochera:CORONEL
1254.0,75240,SFE 3,,,,,cochera:CORONEL
1254.0,75240,SFE 4,,,,,cochera:CORONEL
1254.0,75240,SFE 6,,,,,cochera:HUALQUI
1254.0,75240,SFE B2,,,,,cochera:HUALQUI
1254.0,75240,SFE B3,,,,,cochera:Mercado
1254.0,75240,UT 2,,,,,cochera:OMER HUET
1256.0,75360,SFE 1,20109,L2,CC->CW,26.645,circulando
1256.0,75360,SFE 10,20113,L2,CC->CW,7.125,circulando
1256.0,75360,SFE 11,20332,L1,TH->LJ,47.966,circulando
1256.0,75360,SFE 5,20120,L2,CW->CC,17.878,circulando
1256.0,75360,SFE 7,20111,L2,CC->CW,15.26,circulando
1256.0,75360,SFE 8,20114,L2,CW->CC,1.0,circulando
1256.0,75360,SFE 9,20116,L2,CW->CC,9.74,circulando
1256.0,75360,SFE B1,20862,L1,LJ->TH,12.831,circulando
1256.0,75360,SFE B3,20855,L1,TH->LJ,84.261,circulando
1256.0,75360,UT 1,20333,L1,LJ->TH,79.215,circulando
1256.0,75360,SFE 2,,,,,cochera:CORONEL
1256.0,75360,SFE 3,,,,,cochera:CORONEL
1256.0,75360,SFE 4,,,,,cochera:CORONEL
1256.0,75360,SFE 6,,,,,cochera:HUALQUI
1256.0,75360,SFE B2,,,,,cochera:HUALQUI
1256.0,75360,UT 2,,,,,cochera:OMER HUET
1258.0,75480,SFE 10,20113,L2,CC->CW,8.385,circulando
1258.0,75480,SFE 5,20120,L2,CW->CC,16.485,circulando
1258.0,75480,SFE 7,20111,L2,CC->CW,16.137,circulando
1258.0,75480,SFE 9,20116,L2,CW->CC,8.677,circulando
1258.0,75480,SFE B1,20862,L1,LJ->TH,14.077,circulando
1258.0,75480,SFE B3,20855,L1,TH->LJ,82.79,circulando
1258.0,75480,UT 1,20333,L1,LJ->TH,80.287,circulando
1258.0,75480,SFE 1,,,,,cochera:CORONEL
1258.0,75480,SFE 2,,,,,cochera:CORONEL
1258.0,75480,SFE 3,,,,,cochera:CORONEL
1258.0,75480,SFE 4,,,,,cochera:CORONEL
1258.0,75480,SFE 11,,,,,cochera:HUALQUI
1258.0,75480,SFE 6,,,,,cochera:HUALQUI
1258.0,75480,SFE B2,,,,,cochera:HUALQUI
1258.0,75480,SFE 8,,,,,cochera:CONCEPCIÓN
1258.0,75480,UT 2,,,,,cochera:OMER HUET
1260.0,75600,SFE 10,20113,L2,CC->CW,9.299,circulando
1260.0,75600,SFE 11,20335,L1,LJ->TH,46.917,circulando
1260.0,75600,SFE 5,20120,L2,CW->CC,15.625,circulando
1260.0,75600,SFE 7,20111,L2,CC->CW,17.3,circulando
1260.0,75600,SFE 8,20115,L2,CC->CW,1.0,circulando
1260.0,75600,SFE 9,20116,L2,CW->CC,7.561,circulando
1260.0,75600,SFE B1,20862,L1,LJ->TH,15.324,circulando
1260.0,75600,SFE B3,20855,L1,TH->LJ,82.313,circulando
1260.0,75600,UT 1,20333,L1,LJ->TH,81.36,circulando
1260.0,75600,SFE 1,,,,,cochera:CORONEL
1260.0,75600,SFE 2,,,,,cochera:CORONEL
1260.0,75600,SFE 3,,,,,cochera:CORONEL
1260.0,75600,SFE 4,,,,,cochera:CORONEL
1260.0,75600,SFE 6,,,,,cochera:HUALQUI
1260.0,75600,SFE B2,,,,,cochera:HUALQUI
1260.0,75600,UT 2,,,,,cochera:OMER HUET
1262.0,75720,SFE 10,20113,L2,CC->CW,10.161,circulando
1262.0,75720,SFE 11,20335,L1,LJ->TH,49.015,circulando
1262.0,75720,SFE 5,20120,L2,CW->CC,14.75,circulando
1262.0,75720,SFE 7,20111,L2,CC->CW,18.693,circulando
1262.0,75720,SFE 8,20115,L2,CC->CW,2.001,circulando
1262.0,75720,SFE 9,20116,L2,CW->CC,6.318,circulando
1262.0,75720,SFE B1,20862,L1,LJ->TH,15.947,circulando
1262.0,75720,SFE B3,20855,L1,TH->LJ,81.36,circulando
1262.0,75720,UT 1,20333,L1,LJ->TH,82.313,circulando
1262.0,75720,SFE 1,,,,,cochera:CORONEL
1262.0,75720,SFE 2,,,,,cochera:CORONEL
1262.0,75720,SFE 3,,,,,cochera:CORONEL
1262.0,75720,SFE 4,,,,,cochera:CORONEL
1262.0,75720,SFE 6,,,,,cochera:HUALQUI
1262.0,75720,SFE B2,,,,,cochera:HUALQUI
1262.0,75720,UT 2,,,,,cochera:OMER HUET
1264.0,75840,SFE 10,20113,L2,CC->CW,11.026,circulando
1264.0,75840,SFE 11,20335,L1,LJ->TH,51.112,circulando
1264.0,75840,SFE 5,20120,L2,CW->CC,13.874,circulando
1264.0,75840,SFE 7,20111,L2,CC->CW,21.248,circulando
1264.0,75840,SFE 8,20115,L2,CC->CW,3.003,circulando
1264.0,75840,SFE 9,20116,L2,CW->CC,5.091,circulando
1264.0,75840,SFE B1,20862,L1,LJ->TH,17.192,circulando
1264.0,75840,SFE B3,20855,L1,TH->LJ,80.287,circulando
1264.0,75840,UT 1,20333,L1,LJ->TH,82.79,circulando
1264.0,75840,SFE 1,,,,,cochera:CORONEL
1264.0,75840,SFE 2,,,,,cochera:CORONEL
1264.0,75840,SFE 3,,,,,cochera:CORONEL
1264.0,75840,SFE 4,,,,,cochera:CORONEL
1264.0,75840,SFE 6,,,,,cochera:HUALQUI
1264.0,75840,SFE B2,,,,,cochera:HUALQUI
1264.0,75840,UT 2,,,,,cochera:OMER HUET
1266.0,75960,SFE 10,20113,L2,CC->CW,12.759,circulando
1266.0,75960,SFE 11,20335,L1,LJ->TH,53.21,circulando
1266.0,75960,SFE 5,20120,L2,CW->CC,12.591,circulando
1266.0,75960,SFE 7,20111,L2,CC->CW,23.382,circulando
1266.0,75960,SFE 8,20115,L2,CC->CW,3.839,circulando
1266.0,75960,SFE 9,20116,L2,CW->CC,3.839,circulando
1266.0,75960,SFE B1,20862,L1,LJ->TH,18.438,circulando
1266.0,75960,SFE B3,20855,L1,TH->LJ,79.215,circulando
1266.0,75960,UT 1,20333,L1,LJ->TH,84.261,circulando
1266.0,75960,SFE 1,,,,,cochera:CORONEL
