linea,tren_id,sentido,estacion,dist_km,hora_min
L2,L2-CC->CW-28,CC->CW,CONCEPCIÓN,0.0,810.0
L2,L2-CC->CW-28,CC->CW,Juan Pablo II,3.838,815.67
L2,L2-CC->CW-28,CC->CW,Diagonal Bio Bio,5.569,818.08
L2,L2-CC->CW-28,CC->CW,Alborada,7.442,820.58
L2,L2-CC->CW-28,CC->CW,Costa Mar,8.339,822.17
L2,L2-CC->CW-28,CC->CW,El Parque,9.614,824.42
L2,L2-CC->CW-28,CC->CW,LOMAS COLORADAS,10.983,826.83
L2,L2-CC->CW-28,CC->CW,Card. Raúl Silva Henriquez,13.151,829.42
L2,L2-CC->CW-28,CC->CW,Hito Galvarino,18.048,835.25
L2,L2-CC->CW-28,CC->CW,Los Canelos,21.125,838.92
L2,L2-CC->CW-28,CC->CW,Huinca,22.524,840.58
L2,L2-CC->CW-28,CC->CW,Cristo Redentor,24.203,842.58
L2,L2-CC->CW-28,CC->CW,Laguna Quiñenco,26.302,845.08
L2,L2-CC->CW-28,CC->CW,CORONEL,28.4,847.58
L2,L2-CC->CW-29,CC->CW,CONCEPCIÓN,0.0,840.0
L2,L2-CC->CW-29,CC->CW,Juan Pablo II,3.838,845.67
L2,L2-CC->CW-29,CC->CW,Diagonal Bio Bio,5.569,848.08
L2,L2-CC->CW-29,CC->CW,Alborada,7.442,850.58
L2,L2-CC->CW-29,CC->CW,Costa Mar,8.339,852.17
L2,L2-CC->CW-29,CC->CW,El Parque,9.614,854.42
L2,L2-CC->CW-29,CC->CW,LOMAS COLORADAS,10.983,856.83
L2,L2-CC->CW-29,CC->CW,Card. Raúl Silva Henriquez,13.151,859.42
L2,L2-CC->CW-29,CC->CW,Hito Galvarino,18.048,865.25
L2,L2-CC->CW-29,CC->CW,Los Canelos,21.125,868.92
L2,L2-CC->CW-29,CC->CW,Huinca,22.524,870.58
L2,L2-CC->CW-29,CC->CW,Cristo Redentor,24.203,872.58
L2,L2-CC->CW-29,CC->CW,Laguna Quiñenco,26.302,875.08
L2,L2-CC->CW-29,CC->CW,CORONEL,28.4,877.58
L2,L2-CC->CW-30,CC->CW,CONCEPCIÓN,0.0,870.0
L2,L2-CC->CW-30,CC->CW,Juan Pablo II,3.838,875.67
L2,L2-CC->CW-30,CC->CW,Diagonal Bio Bio,5.569,878.08
L2,L2-CC->CW-30,CC->CW,Alborada,7.442,880.58
L2,L2-CC->CW-30,CC->CW,Costa Mar,8.339,882.17
L2,L2-CC->CW-30,CC->CW,El Parque,9.614,884.42
L2,L2-CC->CW-30,CC->CW,LOMAS COLORADAS,10.983,886.83
L2,L2-CC->CW-30,CC->CW,Card. Raúl Silva Henriquez,13.151,889.42
L2,L2-CC->CW-30,CC->CW,Hito Galvarino,18.048,895.25
L2,L2-CC->CW-30,CC->CW,Los Canelos,21.125,898.92
L2,L2-CC->CW-30,CC->CW,Huinca,22.524,900.58
L2,L2-CC->CW-30,CC->CW,Cristo Redentor,24.203,902.58
L2,L2-CC->CW-30,CC->CW,Laguna Quiñenco,26.302,905.08
L2,L2-CC->CW-30,CC->CW,CORONEL,28.4,907.58
L2,L2-CC->CW-31,CC->CW,CONCEPCIÓN,0.0,900.0
L2,L2-CC->CW-31,CC->CW,Juan Pablo II,3.838,905.67
L2,L2-CC->CW-31,CC->CW,Diagonal Bio Bio,5.569,908.08
L2,L2-CC->CW-31,CC->CW,Alborada,7.442,910.58
L2,L2-CC->CW-31,CC->CW,Costa Mar,8.339,912.17
L2,L2-CC->CW-31,CC->CW,El Parque,9.614,914.42
L2,L2-CC->CW-31,CC->CW,LOMAS COLORADAS,10.983,916.83
L2,L2-CC->CW-31,CC->CW,Card. Raúl Silva Henriquez,13.151,919.42
L2,L2-CC->CW-31,CC->CW,Hito Galvarino,18.048,925.25
L2,L2-CC->CW-31,CC->CW,Los Canelos,21.125,928.92
L2,L2-CC->CW-31,CC->CW,Huinca,22.524,930.58
L2,L2-CC->CW-31,CC->CW,Cristo Redentor,24.203,932.58
L2,L2-CC->CW-31,CC->CW,Laguna Quiñenco,26.302,935.08
L2,L2-CC->CW-31,CC->CW,CORONEL,28.4,937.58
L2,L2-CC->CW-32,CC->CW,CONCEPCIÓN,0.0,930.0
L2,L2-CC->CW-32,CC->CW,Juan Pablo II,3.838,935.67
L2,L2-CC->CW-32,CC->CW,Diagonal Bio Bio,5.569,938.08
L2,L2-CC->CW-32,CC->CW,Alborada,7.442,940.58
L2,L2-CC->CW-32,CC->CW,Costa Mar,8.339,942.17
L2,L2-CC->CW-32,CC->CW,El Parque,9.614,944.42
L2,L2-CC->CW-32,CC->CW,LOMAS COLORADAS,10.983,946.83
L2,L2-CC->CW-32,CC->CW,Card. Raúl Silva Henriquez,13.151,949.42
L2,L2-CC->CW-32,CC->CW,Hito Galvarino,18.048,955.25
L2,L2-CC->CW-32,CC->CW,Los Canelos,21.125,958.92
L2,L2-CC->CW-32,CC->CW,Huinca,22.524,960.58
L2,L2-CC->CW-32,CC->CW,Cristo Redentor,24.203,962.58
L2,L2-CC->CW-32,CC->CW,Laguna Quiñenco,26.302,965.08
L2,L2-CC->CW-32,CC->CW,CORONEL,28.4,967.58
L2,L2-CC->CW-33,CC->CW,CONCEPCIÓN,0.0,960.0
L2,L2-CC->CW-33,CC->CW,Juan Pablo II,3.838,965.67
L2,L2-CC->CW-33,CC->CW,Diagonal Bio Bio,5.569,968.08
L2,L2-CC->CW-33,CC->CW,Alborada,7.442,970.58
L2,L2-CC->CW-33,CC->CW,Costa Mar,8.339,972.17
L2,L2-CC->CW-33,CC->CW,El Parque,9.614,974.42
L2,L2-CC->CW-33,CC->CW,LOMAS COLORADAS,10.983,976.83
L2,L2-CC->CW-33,CC->CW,Card. Raúl Silva Henriquez,13.151,979.42
L2,L2-CC->CW-33,CC->CW,Hito Galvarino,18.048,985.25
L2,L2-CC->CW-33,CC->CW,Los Canelos,21.125,988.92
L2,L2-CC->CW-33,CC->CW,Huinca,22.524,990.58
L2,L2-CC->CW-33,CC->CW,Cristo Redentor,24.203,992.58
L2,L2-CC->CW-33,CC->CW,Laguna Quiñenco,26.302,995.08
L2,L2-CC->CW-33,CC->CW,CORONEL,28.4,997.58
L2,L2-CC->CW-34,CC->CW,CONCEPCIÓN,0.0,975.0
L2,L2-CC->CW-34,CC->CW,Juan Pablo II,3.838,980.67
L2,L2-CC->CW-34,CC->CW,Diagonal Bio Bio,5.569,983.08
L2,L2-CC->CW-34,CC->CW,Alborada,7.442,985.58
L2,L2-CC->CW-34,CC->CW,Costa Mar,8.339,987.17
L2,L2-CC->CW-34,CC->CW,El Parque,9.614,989.42
L2,L2-CC->CW-34,CC->CW,LOMAS COLORADAS,10.983,991.83
L2,L2-CC->CW-34,CC->CW,Card. Raúl Silva Henriquez,13.151,994.42
L2,L2-CC->CW-34,CC->CW,Hito Galvarino,18.048,1000.25
L2,L2-CC->CW-34,CC->CW,Los Canelos,21.125,1003.92
L2,L2-CC->CW-34,CC->CW,Huinca,22.524,1005.58
L2,L2-CC->CW-34,CC->CW,Cristo Redentor,24.203,1007.58
L2,L2-CC->CW-34,CC->CW,Laguna Quiñenco,26.302,1010.08
L2,L2-CC->CW-34,CC->CW,CORONEL,28.4,1012.58
L2,L2-CC->CW-35,CC->CW,CONCEPCIÓN,0.0,990.0
L2,L2-CC->CW-35,CC->CW,Juan Pablo II,3.838,995.67
L2,L2-CC->CW-35,CC->CW,Diagonal Bio Bio,5.569,998.08
L2,L2-CC->CW-35,CC->CW,Alborada,7.442,1000.58
L2,L2-CC->CW-35,CC->CW,Costa Mar,8.339,1002.17
L2,L2-CC->CW-35,CC->CW,El Parque,9.614,1004.42
L2,L2-CC->CW-35,CC->CW,LOMAS COLORADAS,10.983,1006.83
L2,L2-CC->CW-35,CC->CW,Card. Raúl Silva Henriquez,13.151,1009.42
L2,L2-CC->CW-35,CC->CW,Hito Galvarino,18.048,1015.25
L2,L2-CC->CW-35,CC->CW,Los Canelos,21.125,1018.92
L2,L2-CC->CW-35,CC->CW,Huinca,22.524,1020.58
L2,L2-CC->CW-35,CC->CW,Cristo Redentor,24.203,1022.58
L2,L2-CC->CW-35,CC->CW,Laguna Quiñenco,26.302,1025.08
L2,L2-CC->CW-35,CC->CW,CORONEL,28.4,1027.58
L2,L2-CC->CW-36,CC->CW,CONCEPCIÓN,0.0,1005.0
L2,L2-CC->CW-36,CC->CW,Juan Pablo II,3.838,1010.67
L2,L2-CC->CW-36,CC->CW,Diagonal Bio Bio,5.569,1013.08
L2,L2-CC->CW-36,CC->CW,Alborada,7.442,1015.58
L2,L2-CC->CW-36,CC->CW,Costa Mar,8.339,1017.17
L2,L2-CC->CW-36,CC->CW,El Parque,9.614,1019.42
L2,L2-CC->CW-36,CC->CW,LOMAS COLORADAS,10.983,1021.83
L2,L2-CC->CW-36,CC->CW,Card. Raúl Silva Henriquez,13.151,1024.42
L2,L2-CC->CW-36,CC->CW,Hito Galvarino,18.048,1030.25
L2,L2-CC->CW-36,CC->CW,Los Canelos,21.125,1033.92
L2,L2-CC->CW-36,CC->CW,Huinca,22.524,1035.58
L2,L2-CC->CW-36,CC->CW,Cristo Redentor,24.203,1037.58
L2,L2-CC->CW-36,CC->CW,Laguna Quiñenco,26.302,1040.08
L2,L2-CC->CW-36,CC->CW,CORONEL,28.4,1042.58
L2,L2-CC->CW-37,CC->CW,CONCEPCIÓN,0.0,1020.0
L2,L2-CC->CW-37,CC->CW,Juan Pablo II,3.838,1025.67
L2,L2-CC->CW-37,CC->CW,Diagonal Bio Bio,5.569,1028.08
L2,L2-CC->CW-37,CC->CW,Alborada,7.442,1030.58
L2,L2-CC->CW-37,CC->CW,Costa Mar,8.339,1032.17
L2,L2-CC->CW-37,CC->CW,El Parque,9.614,1034.42
L2,L2-CC->CW-37,CC->CW,LOMAS COLORADAS,10.983,1036.83
L2,L2-CC->CW-37,CC->CW,Card. Raúl Silva Henriquez,13.151,1039.42
L2,L2-CC->CW-37,CC->CW,Hito Galvarino,18.048,1045.25
L2,L2-CC->CW-37,CC->CW,Los Canelos,21.125,1048.92
L2,L2-CC->CW-37,CC->CW,Huinca,22.524,1050.58
L2,L2-CC->CW-37,CC->CW,Cristo Redentor,24.203,1052.58
L2,L2-CC->CW-37,CC->CW,Laguna Quiñenco,26.302,1055.08
L2,L2-CC->CW-37,CC->CW,CORONEL,28.4,1057.58
L2,L2-CC->CW-38,CC->CW,CONCEPCIÓN,0.0,1035.0
L2,L2-CC->CW-38,CC->CW,Juan Pablo II,3.838,1040.67
L2,L2-CC->CW-38,CC->CW,Diagonal Bio Bio,5.569,1043.08
L2,L2-CC->CW-38,CC->CW,Alborada,7.442,1045.58
L2,L2-CC->CW-38,CC->CW,Costa Mar,8.339,1047.17
L2,L2-CC->CW-38,CC->CW,El Parque,9.614,1049.42
L2,L2-CC->CW-38,CC->CW,LOMAS COLORADAS,10.983,1051.83
L2,L2-CC->CW-38,CC->CW,Card. Raúl Silva Henriquez,13.151,1054.42
L2,L2-CC->CW-38,CC->CW,Hito Galvarino,18.048,1060.25
L2,L2-CC->CW-38,CC->CW,Los Canelos,21.125,1063.92
L2,L2-CC->CW-38,CC->CW,Huinca,22.524,1065.58
L2,L2-CC->CW-38,CC->CW,Cristo Redentor,24.203,1067.58
L2,L2-CC->CW-38,CC->CW,Laguna Quiñenco,26.302,1070.08
L2,L2-CC->CW-38,CC->CW,CORONEL,28.4,1072.58
L2,L2-CC->CW-39,CC->CW,CONCEPCIÓN,0.0,1050.0
L2,L2-CC->CW-39,CC->CW,Juan Pablo II,3.838,1055.67
L2,L2-CC->CW-39,CC->CW,Diagonal Bio Bio,5.569,1058.08
L2,L2-CC->CW-39,CC->CW,Alborada,7.442,1060.58
L2,L2-CC->CW-39,CC->CW,Costa Mar,8.339,1062.17
L2,L2-CC->CW-39,CC->CW,El Parque,9.614,1064.42
L2,L2-CC->CW-39,CC->CW,LOMAS COLORADAS,10.983,1066.83
L2,L2-CC->CW-39,CC->CW,Card. Raúl Silva Henriquez,13.151,1069.42
L2,L2-CC->CW-39,CC->CW,Hito Galvarino,18.048,1075.25
L2,L2-CC->CW-39,CC->CW,Los Canelos,21.125,1078.92
L2,L2-CC->CW-39,CC->CW,Huinca,22.524,1080.58
L2,L2-CC->CW-39,CC->CW,Cristo Redentor,24.203,1082.58
L2,L2-CC->CW-39,CC->CW,Laguna Quiñenco,26.302,1085.08
L2,L2-CC->CW-39,CC->CW,CORONEL,28.4,1087.58
L2,L2-CC->CW-40,CC->CW,CONCEPCIÓN,0.0,1065.0
L2,L2-CC->CW-40,CC->CW,Juan Pablo II,3.838,1070.67
L2,L2-CC->CW-40,CC->CW,Diagonal Bio Bio,5.569,1073.08
L2,L2-CC->CW-40,CC->CW,Alborada,7.442,1075.58
L2,L2-CC->CW-40,CC->CW,Costa Mar,8.339,1077.17
L2,L2-CC->CW-40,CC->CW,El Parque,9.614,1079.42
L2,L2-CC->CW-40,CC->CW,LOMAS COLORADAS,10.983,1081.83
L2,L2-CC->CW-40,CC->CW,Card. Raúl Silva Henriquez,13.151,1084.42
L2,L2-CC->CW-40,CC->CW,Hito Galvarino,18.048,1090.25
L2,L2-CC->CW-40,CC->CW,Los Canelos,21.125,1093.92
L2,L2-CC->CW-40,CC->CW,Huinca,22.524,1095.58
L2,L2-CC->CW-40,CC->CW,Cristo Redentor,24.203,1097.58
L2,L2-CC->CW-40,CC->CW,Laguna Quiñenco,26.302,1100.08
L2,L2-CC->CW-40,CC->CW,CORONEL,28.4,1102.58
L2,L2-CC->CW-41,CC->CW,CONCEPCIÓN,0.0,1080.0
L2,L2-CC->CW-41,CC->CW,Juan Pablo II,3.838,1085.67
L2,L2-CC->CW-41,CC->CW,Diagonal Bio Bio,5.569,1088.08
L2,L2-CC->CW-41,CC->CW,Alborada,7.442,1090.58
L2,L2-CC->CW-41,CC->CW,Costa Mar,8.339,1092.17
L2,L2-CC->CW-41,CC->CW,El Parque,9.614,1094.42
L2,L2-CC->CW-41,CC->CW,LOMAS COLORADAS,10.983,1096.83
L2,L2-CC->CW-41,CC->CW,Card. Raúl Silva Henriquez,13.151,1099.42
L2,L2-CC->CW-41,CC->CW,Hito Galvarino,18.048,1105.25
L2,L2-CC->CW-41,CC->CW,Los Canelos,21.125,1108.92
L2,L2-CC->CW-41,CC->CW,Huinca,22.524,1110.58
L2,L2-CC->CW-41,CC->CW,Cristo Redentor,24.203,1112.58
L2,L2-CC->CW-41,CC->CW,Laguna Quiñenco,26.302,1115.08
L2,L2-CC->CW-41,CC->CW,CORONEL,28.4,1117.58
L2,L2-CC->CW-42,CC->CW,CONCEPCIÓN,0.0,1095.0
L2,L2-CC->CW-42,CC->CW,Juan Pablo II,3.838,1100.67
L2,L2-CC->CW-42,CC->CW,Diagonal Bio Bio,5.569,1103.08
L2,L2-CC->CW-42,CC->CW,Alborada,7.442,1105.58
L2,L2-CC->CW-42,CC->CW,Costa Mar,8.339,1107.17
L2,L2-CC->CW-42,CC->CW,El Parque,9.614,1109.42
L2,L2-CC->CW-42,CC->CW,LOMAS COLORADAS,10.983,1111.83
L2,L2-CC->CW-42,CC->CW,Card. Raúl Silva Henriquez,13.151,1114.42
L2,L2-CC->CW-42,CC->CW,Hito Galvarino,18.048,1120.25
L2,L2-CC->CW-42,CC->CW,Los Canelos,21.125,1123.92
L2,L2-CC->CW-42,CC->CW,Huinca,22.524,1125.58
L2,L2-CC->CW-42,CC->CW,Cristo Redentor,24.203,1127.58
L2,L2-CC->CW-42,CC->CW,Laguna Quiñenco,26.302,1130.08
L2,L2-CC->CW-42,CC->CW,CORONEL,28.4,1132.58
L2,L2-CC->CW-43,CC->CW,CONCEPCIÓN,0.0,1110.0
L2,L2-CC->CW-43,CC->CW,Juan Pablo II,3.838,1115.67
L2,L2-CC->CW-43,CC->CW,Diagonal Bio Bio,5.569,1118.08
L2,L2-CC->CW-43,CC->CW,Alborada,7.442,1120.58
L2,L2-CC->CW-43,CC->CW,Costa Mar,8.339,1122.17
L2,L2-CC->CW-43,CC->CW,El Parque,9.614,1124.42
L2,L2-CC->CW-43,CC->CW,LOMAS COLORADAS,10.983,1126.83
L2,L2-CC->CW-43,CC->CW,Card. Raúl Silva Henriquez,13.151,1129.42
L2,L2-CC->CW-43,CC->CW,Hito Galvarino,18.048,1135.25
L2,L2-CC->CW-43,CC->CW,Los Canelos,21.125,1138.92
L2,L2-CC->CW-43,CC->CW,Huinca,22.524,1140.58
L2,L2-CC->CW-43,CC->CW,Cristo Redentor,24.203,1142.58
L2,L2-CC->CW-43,CC->CW,Laguna Quiñenco,26.302,1145.08
L2,L2-CC->CW-43,CC->CW,CORONEL,28.4,1147.58
L2,L2-CC->CW-44,CC->CW,CONCEPCIÓN,0.0,1125.0
L2,L2-CC->CW-44,CC->CW,Juan Pablo II,3.838,1130.67
L2,L2-CC->CW-44,CC->CW,Diagonal Bio Bio,5.569,1133.08
L2,L2-CC->CW-44,CC->CW,Alborada,7.442,1135.58
L2,L2-CC->CW-44,CC->CW,Costa Mar,8.339,1137.17
L2,L2-CC->CW-44,CC->CW,El Parque,9.614,1139.42
L2,L2-CC->CW-44,CC->CW,LOMAS COLORADAS,10.983,1141.83
L2,L2-CC->CW-44,CC->CW,Card. Raúl Silva Henriquez,13.151,1144.42
L2,L2-CC->CW-44,CC->CW,Hito Galvarino,18.048,1150.25
L2,L2-CC->CW-44,CC->CW,Los Canelos,21.125,1153.92
L2,L2-CC->CW-44,CC->CW,Huinca,22.524,1155.58
L2,L2-CC->CW-44,CC->CW,Cristo Redentor,24.203,1157.58
L2,L2-CC->CW-44,CC->CW,Laguna Quiñenco,26.302,1160.08
L2,L2-CC->CW-44,CC->CW,CORONEL,28.4,1162.58
L2,L2-CC->CW-45,CC->CW,CONCEPCIÓN,0.0,1140.0
L2,L2-CC->CW-45,CC->CW,Juan Pablo II,3.838,1145.67
L2,L2-CC->CW-45,CC->CW,Diagonal Bio Bio,5.569,1148.08
L2,L2-CC->CW-45,CC->CW,Alborada,7.442,1150.58
L2,L2-CC->CW-45,CC->CW,Costa Mar,8.339,1152.17
L2,L2-CC->CW-45,CC->CW,El Parque,9.614,1154.42
L2,L2-CC->CW-45,CC->CW,LOMAS COLORADAS,10.983,1156.83
L2,L2-CC->CW-45,CC->CW,Card. Raúl Silva Henriquez,13.151,1159.42
L2,L2-CC->CW-45,CC->CW,Hito Galvarino,18.048,1165.25
L2,L2-CC->CW-45,CC->CW,Los Canelos,21.125,1168.92
L2,L2-CC->CW-45,CC->CW,Huinca,22.524,1170.58
L2,L2-CC->CW-45,CC->CW,Cristo Redentor,24.203,1172.58
L2,L2-CC->CW-45,CC->CW,Laguna Quiñenco,26.302,1175.08
L2,L2-CC->CW-45,CC->CW,CORONEL,28.4,1177.58
L2,L2-CC->CW-46,CC->CW,CONCEPCIÓN,0.0,1155.0
L2,L2-CC->CW-46,CC->CW,Juan Pablo II,3.838,1160.67
L2,L2-CC->CW-46,CC->CW,Diagonal Bio Bio,5.569,1163.08
L2,L2-CC->CW-46,CC->CW,Alborada,7.442,1165.58
L2,L2-CC->CW-46,CC->CW,Costa Mar,8.339,1167.17
L2,L2-CC->CW-46,CC->CW,El Parque,9.614,1169.42
L2,L2-CC->CW-46,CC->CW,LOMAS COLORADAS,10.983,1171.83
L2,L2-CC->CW-46,CC->CW,Card. Raúl Silva Henriquez,13.151,1174.42
L2,L2-CC->CW-46,CC->CW,Hito Galvarino,18.048,1180.25
L2,L2-CC->CW-46,CC->CW,Los Canelos,21.125,1183.92
L2,L2-CC->CW-46,CC->CW,Huinca,22.524,1185.58
L2,L2-CC->CW-46,CC->CW,Cristo Redentor,24.203,1187.58
L2,L2-CC->CW-46,CC->CW,Laguna Quiñenco,26.302,1190.08
L2,L2-CC->CW-46,CC->CW,CORONEL,28.4,1192.58
L2,L2-CC->CW-47,CC->CW,CONCEPCIÓN,0.0,1170.0
L2,L2-CC->CW-47,CC->CW,Juan Pablo II,3.838,1175.67
L2,L2-CC->CW-47,CC->CW,Diagonal Bio Bio,5.569,1178.08
L2,L2-CC->CW-47,CC->CW,Alborada,7.442,1180.58
L2,L2-CC->CW-47,CC->CW,Costa Mar,8.339,1182.17
L2,L2-CC->CW-47,CC->CW,El Parque,9.614,1184.42
L2,L2-CC->CW-47,CC->CW,LOMAS COLORADAS,10.983,1186.83
L2,L2-CC->CW-47,CC->CW,Card. Raúl Silva Henriquez,13.151,1189.42
L2,L2-CC->CW-47,CC->CW,Hito Galvarino,18.048,1195.25
L2,L2-CC->CW-47,CC->CW,Los Canelos,21.125,1198.92
L2,L2-CC->CW-47,CC->CW,Huinca,22.524,1200.58
L2,L2-CC->CW-47,CC->CW,Cristo Redentor,24.203,1202.58
L2,L2-CC->CW-47,CC->CW,Laguna Quiñenco,26.302,1205.08
L2,L2-CC->CW-47,CC->CW,CORONEL,28.4,1207.58
L2,L2-CC->CW-48,CC->CW,CONCEPCIÓN,0.0,1185.0
L2,L2-CC->CW-48,CC->CW,Juan Pablo II,3.838,1190.67
L2,L2-CC->CW-48,CC->CW,Diagonal Bio Bio,5.569,1193.08
L2,L2-CC->CW-48,CC->CW,Alborada,7.442,1195.58
L2,L2-CC->CW-48,CC->CW,Costa Mar,8.339,1197.17
L2,L2-CC->CW-48,CC->CW,El Parque,9.614,1199.42
L2,L2-CC->CW-48,CC->CW,LOMAS COLORADAS,10.983,1201.83
L2,L2-CC->CW-48,CC->CW,Card. Raúl Silva Henriquez,13.151,1204.42
L2,L2-CC->CW-48,CC->CW,Hito Galvarino,18.048,1210.25
L2,L2-CC->CW-48,CC->CW,Los Canelos,21.125,1213.92
L2,L2-CC->CW-48,CC->CW,Huinca,22.524,1215.58
L2,L2-CC->CW-48,CC->CW,Cristo Redentor,24.203,1217.58
L2,L2-CC->CW-48,CC->CW,Laguna Quiñenco,26.302,1220.08
L2,L2-CC->CW-48,CC->CW,CORONEL,28.4,1222.58
L2,L2-CC->CW-49,CC->CW,CONCEPCIÓN,0.0,1200.0
L2,L2-CC->CW-49,CC->CW,Juan Pablo II,3.838,1205.67
L2,L2-CC->CW-49,CC->CW,Diagonal Bio Bio,5.569,1208.08
L2,L2-CC->CW-49,CC->CW,Alborada,7.442,1210.58
L2,L2-CC->CW-49,CC->CW,Costa Mar,8.339,1212.17
L2,L2-CC->CW-49,CC->CW,El Parque,9.614,1214.42
L2,L2-CC->CW-49,CC->CW,LOMAS COLORADAS,10.983,1216.83
L2,L2-CC->CW-49,CC->CW,Card. Raúl Silva Henriquez,13.151,1219.42
L2,L2-CC->CW-49,CC->CW,Hito Galvarino,18.048,1225.25
L2,L2-CC->CW-49,CC->CW,Los Canelos,21.125,1228.92
L2,L2-CC->CW-49,CC->CW,Huinca,22.524,1230.58
L2,L2-CC->CW-49,CC->CW,Cristo Redentor,24.203,1232.58
L2,L2-CC->CW-49,CC->CW,Laguna Quiñenco,26.302,1235.08
L2,L2-CC->CW-49,CC->CW,CORONEL,28.4,1237.58
L2,L2-CC->CW-50,CC->CW,CONCEPCIÓN,0.0,1215.0
L2,L2-CC->CW-50,CC->CW,Juan Pablo II,3.838,1220.67
L2,L2-CC->CW-50,CC->CW,Diagonal Bio Bio,5.569,1223.08
L2,L2-CC->CW-50,CC->CW,Alborada,7.442,1225.58
L2,L2-CC->CW-50,CC->CW,Costa Mar,8.339,1227.17
L2,L2-CC->CW-50,CC->CW,El Parque,9.614,1229.42
L2,L2-CC->CW-50,CC->CW,LOMAS COLORADAS,10.983,1231.83
L2,L2-CC->CW-50,CC->CW,Card. Raúl Silva Henriquez,13.151,1234.42
L2,L2-CC->CW-50,CC->CW,Hito Galvarino,18.048,1240.25
L2,L2-CC->CW-50,CC->CW,Los Canelos,21.125,1243.92
L2,L2-CC->CW-50,CC->CW,Huinca,22.524,1245.58
L2,L2-CC->CW-50,CC->CW,Cristo Redentor,24.203,1247.58
L2,L2-CC->CW-50,CC->CW,Laguna Quiñenco,26.302,1250.08
L2,L2-CC->CW-50,CC->CW,CORONEL,28.4,1252.58
L2,L2-CC->CW-51,CC->CW,CONCEPCIÓN,0.0,1230.0
L2,L2-CC->CW-51,CC->CW,Juan Pablo II,3.838,1235.67
L2,L2-CC->CW-51,CC->CW,Diagonal Bio Bio,5.569,1238.08
L2,L2-CC->CW-51,CC->CW,Alborada,7.442,1240.58
L2,L2-CC->CW-51,CC->CW,Costa Mar,8.339,1242.17
L2,L2-CC->CW-51,CC->CW,El Parque,9.614,1244.42
L2,L2-CC->CW-51,CC->CW,LOMAS COLORADAS,10.983,1246.83
L2,L2-CC->CW-51,CC->CW,Card. Raúl Silva Henriquez,13.151,1249.42
L2,L2-CC->CW-51,CC->CW,Hito Galvarino,18.048,1255.25
L2,L2-CC->CW-51,CC->CW,Los Canelos,21.125,1258.92
L2,L2-CC->CW-51,CC->CW,Huinca,22.524,1260.58
L2,L2-CC->CW-51,CC->CW,Cristo Redentor,24.203,1262.58
L2,L2-CC->CW-51,CC->CW,Laguna Quiñenco,26.302,1265.08
L2,L2-CC->CW-51,CC->CW,CORONEL,28.4,1267.58
L2,L2-CC->CW-52,CC->CW,CONCEPCIÓN,0.0,1245.0
L2,L2-CC->CW-52,CC->CW,Juan Pablo II,3.838,1250.67
L2,L2-CC->CW-52,CC->CW,Diagonal Bio Bio,5.569,1253.08
L2,L2-CC->CW-52,CC->CW,Alborada,7.442,1255.58
L2,L2-CC->CW-52,CC->CW,Costa Mar,8.339,1257.17
L2,L2-CC->CW-52,CC->CW,El Parque,9.614,1259.42
L2,L2-CC->CW-52,CC->CW,LOMAS COLORADAS,10.983,1261.83
L2,L2-CC->CW-52,CC->CW,Card. Raúl Silva Henriquez,13.151,1264.42
L2,L2-CC->CW-52,CC->CW,Hito Galvarino,18.048,1270.25
L2,L2-CC->CW-52,CC->CW,Los Canelos,21.125,1273.92
L2,L2-CC->CW-52,CC->CW,Huinca,22.524,1275.58
L2,L2-CC->CW-52,CC->CW,Cristo Redentor,24.203,1277.58
L2,L2-CC->CW-52,CC->CW,Laguna Quiñenco,26.302,1280.08
L2,L2-CC->CW-52,CC->CW,CORONEL,28.4,1282.58
L2,L2-CC->CW-53,CC->CW,CONCEPCIÓN,0.0,1260.0
L2,L2-CC->CW-53,CC->CW,Juan Pablo II,3.838,1265.67
L2,L2-CC->CW-53,CC->CW,Diagonal Bio Bio,5.569,1268.08
L2,L2-CC->CW-53,CC->CW,Alborada,7.442,1270.58
L2,L2-CC->CW-53,CC->CW,Costa Mar,8.339,1272.17
L2,L2-CC->CW-53,CC->CW,El Parque,9.614,1274.42
L2,L2-CC->CW-53,CC->CW,LOMAS COLORADAS,10.983,1276.83
L2,L2-CC->CW-53,CC->CW,Card. Raúl Silva Henriquez,13.151,1279.42
L2,L2-CC->CW-53,CC->CW,Hito Galvarino,18.048,1285.25
L2,L2-CC->CW-53,CC->CW,Los Canelos,21.125,1288.92
L2,L2-CC->CW-53,CC->CW,Huinca,22.524,1290.58
L2,L2-CC->CW-53,CC->CW,Cristo Redentor,24.203,1292.58
L2,L2-CC->CW-53,CC->CW,Laguna Quiñenco,26.302,1295.08
L2,L2-CC->CW-53,CC->CW,CORONEL,28.4,1297.58
L2,L2-CC->CW-54,CC->CW,CONCEPCIÓN,0.0,1275.0
L2,L2-CC->CW-54,CC->CW,Juan Pablo II,3.838,1280.67
L2,L2-CC->CW-54,CC->CW,Diagonal Bio Bio,5.569,1283.08
L2,L2-CC->CW-54,CC->CW,Alborada,7.442,1285.58
L2,L2-CC->CW-54,CC->CW,Costa Mar,8.339,1287.17
L2,L2-CC->CW-54,CC->CW,El Parque,9.614,1289.42
L2,L2-CC->CW-54,CC->CW,LOMAS COLORADAS,10.983,1291.83
